ship_id,VOYAGE,NOON_UTC,AVG_SPEED,SPEED_THROUGH_WATER,ME_AVG_RPM,PROPELLER_SPEED,FORE_DRAFT,AFTER_DRAFT,DISPLACEMENT,CARGO_ON_BOARD,WIND_SCALE,SEA_HEIGHT,SEA_WATER_TEMP,WIND_SPEED,WIND_DIRECTION,SWELL_HEIGHT,SWELL_DIRECTION,SEA_DIRECTION,WATER_DEPTH,MID_DRAFT,TOTAL_DISTANCE,SEA_SPEED_DISTANCE,DIFF_STW_SOG_SLIP,FULL_SPD_STW_SLIP,HORSE_POWER,LOAD_PCT,SFOC,ME_SLIP,THRUST,THRUST_QUOTIENT,TOTAL_CONSUMP,ME_CONSUMPTION,ME_FULLSPEED_CONSUMP_HSHFO,ME_FULLSPEED_CONSUMP_ULSFO,ME_FULLSPEED_CONSUMP_VLSFO,ME_FULLSPEED_CONSUMP_LSMGO,ME_FULLSPEED_CONSUMP_BIO_HSFO,HOURS_FULL_SPEED,HOURS_TOTAL,event_type_code,propeller_condition_code,hull_fouling_type,hull_coating_condition_code,cavitation_code,DAYS_SINCE_LAST_MAINT,DAYS_TO_NEXT_MAINT,LAST_MAINT_TYPE,LAST_MAINT_TYPE_NAME,IS_MAINT_WINDOW,PROPELLER_STATE,HULL_STATE,MAINT_TYPE_PP,MAINT_TYPE_UWI,MAINT_TYPE_UWI+PP,MAINT_TYPE_UWC,MAINT_TYPE_UWC+PP,MAINT_TYPE_DD,DAYS_UNTIL_NEXT_MAINT,IS_MAINT_PRE_WINDOW,IS_MAINT_POST_WINDOW,MAINT_DISTANCE_RATIO,MAINT_FREQUENCY
S21,30,26,11.0,11.03,37.8,12.1,14.3,14.3,,105823.0,3.0,,,,10.0,,,,900.0,,246.0,203.0,,,5289.0,,,9.31,0.0,,38.47,,0.0,0.0,19.57,0.0,,18.5,23.0,,,,,,1825.0,108.0,,,0,3.0,,0,0,0,0,0,0,108.0,0,0,0.9436401240951396,0
S21,30,27,10.3,10.9,38.0,12.2,14.3,14.3,,105823.0,3.0,,,,0.0,,,,600.0,,246.0,246.0,,,5346.0,,,15.98,0.0,,39.56,,0.0,0.0,25.67,0.0,,24.0,24.0,,,,,,1825.0,107.0,,,0,3.0,,0,0,0,0,0,0,107.0,0,0,0.9441282979824107,0
S21,30,28,11.3,11.0,38.0,12.2,12.9,14.4,,95000.0,3.0,,,,15.0,,,,21.0,,184.0,153.0,,,5309.0,,,7.1,0.0,,32.8,,0.0,0.0,14.34,0.0,,13.5,24.0,,,,,,1825.0,106.0,,,0,3.0,,0,0,0,0,0,0,106.0,0,0,0.9446169772256728,0
S21,30,29,16.0,16.2,56.6,18.1,14.4,14.5,,109234.0,5.0,,,,15.0,,,,440.0,,163.0,160.0,,,17050.0,,,11.6,0.0,,43.09,,0.0,0.0,29.75,0.0,,10.0,24.0,,,,,,1825.0,105.0,,,0,3.0,,0,0,0,0,0,0,105.0,0,0,0.9451061626100467,0
S21,30,30,17.0,16.91,59.4,19.0,15.5,14.0,,109234.0,4.0,,,,7.0,,,,87.0,,392.0,392.0,,,20606.0,,,10.3,0.0,,91.65,,0.0,0.0,81.19,0.0,,23.0,23.0,,,,,,1825.0,104.0,,,0,3.0,,0,0,0,0,0,0,104.0,0,0,0.9455958549222798,0
S21,30,31,16.6,16.62,59.9,19.2,15.5,14.0,,109234.0,4.0,,,,6.0,,,,1900.0,,399.0,399.0,,,21636.0,,,13.41,0.0,,98.82,,0.0,0.0,87.72,0.0,,24.0,24.0,,,,,,1825.0,103.0,,,0,3.0,,0,0,0,0,0,0,103.0,0,0,0.9460860549507517,0
S21,30,32,16.6,16.75,59.9,19.2,15.5,14.0,,109234.0,4.0,,,,2.0,,,,3000.0,,399.0,399.0,,,21514.0,,,13.41,0.0,,98.53,,0.0,0.0,87.21,0.0,,24.0,24.0,,,,,,1825.0,102.0,,,0,3.0,,0,0,0,0,0,0,102.0,0,0,0.9465767634854771,0
S21,30,33,16.8,16.88,59.8,19.1,15.5,14.0,,109234.0,5.0,,,,1.0,,,,4300.0,,404.0,404.0,,,21098.0,,,11.87,0.0,,96.85,,0.0,0.0,85.68,0.0,,24.0,24.0,,,,,,1825.0,101.0,,,0,3.0,,0,0,0,0,0,0,101.0,0,0,0.9470679813181111,0
S21,30,34,16.8,16.69,59.7,19.1,15.5,14.0,,109234.0,4.0,,,,2.0,,,,4500.0,,387.0,387.0,,,20902.0,,,11.91,0.0,,92.53,,0.0,0.0,81.59,0.0,,23.0,23.0,,,,,,1825.0,100.0,,,0,3.0,,0,0,0,0,0,0,100.0,0,0,0.9475597092419522,0
S21,30,34,17.0,16.87,59.7,19.1,15.5,14.0,,109234.0,2.0,,,,2.0,,,,2700.0,,391.0,391.0,,,21024.0,,,10.99,0.0,,93.71,,0.0,0.0,81.98,0.0,,23.0,23.0,,,,,,1825.0,100.0,,,0,3.0,,0,0,0,0,0,0,100.0,0,0,0.9475597092419522,0
S21,30,35,16.1,16.75,59.8,19.1,15.5,14.0,,109234.0,4.0,,,,13.0,,,,2000.0,,387.0,387.0,,,21351.0,,,15.58,0.0,,98.82,,0.0,0.0,86.83,0.0,,24.0,24.0,,,,,,1825.0,99.0,,,0,3.0,,0,0,0,0,0,0,99.0,0,0,0.948051948051948,0
S21,30,36,15.9,16.65,60.5,19.4,15.3,14.0,,109234.0,6.0,,,,2.0,,,,4000.0,,365.0,365.0,,,22437.0,,,18.2,0.0,,98.82,,0.0,0.0,87.33,0.0,,23.0,23.0,,,,,,1825.0,98.0,,,0,3.0,,0,0,0,0,0,0,98.0,0,0,0.9485446985446986,0
S21,30,37,16.7,16.63,60.9,19.5,15.3,14.0,,109234.0,5.0,,,,3.0,,,,1000.0,,400.0,400.0,,,22918.0,,,14.53,0.0,,104.83,,0.0,0.0,92.96,0.0,,24.0,24.0,,,,,,1825.0,97.0,,,0,3.0,,0,0,0,0,0,0,97.0,0,0,0.9490379615184608,0
S21,30,38,10.9,11.66,44.1,14.14,14.3,14.7,,109234.0,2.0,,,,4.0,,,,200.0,,198.0,198.0,,,10434.0,,,22.64,0.0,,48.43,,0.0,0.0,35.08,0.0,,18.1,23.0,,,,,,1825.0,96.0,,,0,3.0,,0,0,0,0,0,0,96.0,0,0,0.9495317377731529,0
S21,30,39,10.3,10.5,36.7,11.8,14.4,14.4,,109234.0,3.0,,,,13.0,,,,64.0,,247.0,247.0,,,4862.0,,,12.78,0.0,,37.37,,0.0,0.0,23.25,0.0,,24.0,24.0,,,,,,1825.0,95.0,,,0,3.0,,0,0,0,0,0,0,95.0,0,0,0.9500260281103592,0
S21,30,40,10.3,10.3,36.9,11.8,14.4,14.4,,109234.0,2.0,,,,3.0,,,,28.0,,248.0,248.0,,,5010.0,,,12.43,0.0,,37.68,,0.0,0.0,23.81,0.0,,24.0,24.0,,,,,,1825.0,94.0,,,0,3.0,,0,0,0,0,0,0,94.0,0,0,0.9505208333333334,0
S21,30,41,8.0,8.0,33.3,10.7,12.0,13.3,,85000.0,2.0,,,,2.0,,,,15.0,,40.0,8.0,,,4499.0,,,25.23,0.0,,18.54,,0.0,0.0,0.9,0.0,,1.0,24.0,,,,,,1825.0,93.0,,,0,3.0,,0,0,0,0,0,0,93.0,0,0,0.9510161542470037,0
S21,30,42,16.7,17.7,63.8,20.4,13.3,13.35,,89588.0,5.0,,,,1.0,,,,40.0,,66.0,50.0,,,28496.0,,,18.3,0.0,,31.57,,0.0,0.0,14.11,0.0,,3.0,24.0,,,,,,1825.0,92.0,,,0,3.0,,0,0,0,0,0,0,92.0,0,0,0.9515119916579771,0
S21,30,43,18.8,18.8,67.1,21.5,13.25,13.3,,89588.0,5.0,,,,1.0,,,,120.0,,452.0,451.0,,,30443.0,,,12.6,0.0,,131.85,,0.0,0.0,120.35,0.0,,24.0,24.0,,,,,,1825.0,91.0,,,0,3.0,,0,0,0,0,0,0,91.0,0,0,0.9520083463745436,0
S21,30,44,19.2,18.8,67.5,21.6,13.45,13.55,,89588.0,4.0,,,,2.0,,,,4200.0,,461.0,461.0,,,30907.0,,,11.07,0.0,,134.77,,0.0,0.0,123.25,0.0,,24.0,24.0,,,,,,1825.0,90.0,,,0,3.0,,0,0,0,0,0,0,90.0,0,0,0.9525052192066806,0
S21,30,45,20.5,20.1,72.0,23.1,13.5,13.6,,89588.0,5.0,,,,4.0,,,,2300.0,,492.0,492.0,,,37769.0,,,11.26,0.0,,163.14,,0.0,0.0,152.11,0.0,,24.0,24.0,,,,,,1825.0,89.0,,,0,3.0,,0,0,0,0,0,0,89.0,0,0,0.9530026109660574,0
S21,30,46,19.4,18.7,67.6,21.7,11.8,12.2,,69000.0,2.0,,,,0.0,,,,17.0,,153.0,136.0,,,34314.0,,,10.47,0.0,,54.56,,0.0,0.0,39.86,0.0,,7.0,24.0,,,,,,1825.0,88.0,,,0,3.0,,0,0,0,0,0,0,88.0,0,0,0.9535005224660397,0
S21,30,47,14.4,14.65,55.0,17.6,12.0,12.15,,69076.0,6.0,,,,0.0,,,,100.0,,300.0,291.0,,,19598.0,,,18.15,0.0,,80.8,,0.0,0.0,67.88,0.0,,20.2,24.0,,,,,,1825.0,87.0,,,0,3.0,,0,0,0,0,0,0,87.0,0,0,0.9539989545216937,0
S21,30,48,11.7,11.65,43.9,14.1,12.0,12.15,,69076.0,3.0,,,,13.0,,,,62.0,,268.0,268.0,,,9022.0,,,17.36,0.0,,50.48,,0.0,0.0,39.01,0.0,,23.0,23.0,,,,,,1825.0,86.0,,,0,3.0,,0,0,0,0,0,0,86.0,0,0,0.9544979079497908,0
S21,30,49,11.4,11.29,37.8,12.1,12.0,12.15,,69076.0,6.0,,,,11.0,,,,100.0,,273.0,273.0,,,5252.0,,,5.99,0.0,,36.49,,0.0,0.0,25.02,0.0,,24.0,24.0,,,,,,1825.0,85.0,,,0,3.0,,0,0,0,0,0,0,85.0,0,0,0.9549973835688121,0
S21,31,50,11.6,11.25,38.2,12.2,10.9,12.3,,65000.0,4.0,,,,10.0,,,,17.0,,78.0,37.0,,,5265.0,,,5.23,0.0,,19.31,,0.0,0.0,3.35,0.0,,3.2,24.0,,,,,,1825.0,84.0,,,0,3.0,,0,0,0,0,0,0,84.0,0,0,0.9554973821989529,0
S21,31,52,11.0,11.4,40.4,13.0,12.5,12.5,,68413.0,5.0,,,,0.0,,,,56.0,,276.0,276.0,,,7263.0,,,15.08,0.0,,46.22,,0.0,0.0,35.03,0.0,,25.0,25.0,,,,,,1825.0,82.0,,,0,3.0,,0,0,0,0,0,0,82.0,0,0,0.9564989517819706,0
S21,31,53,11.0,11.03,38.1,12.2,12.5,12.5,,68413.0,2.0,,,,2.0,,,,17.0,,235.0,171.0,,,5272.0,,,9.57,0.0,,35.49,,0.0,0.0,17.12,0.0,,15.5,24.0,,,,,,1825.0,81.0,,,0,3.0,,0,0,0,0,0,0,81.0,0,0,0.957000524383849,0
S21,31,55,13.7,16.01,58.8,18.8,11.1,12.8,,64000.0,3.0,,,,1.0,,,,17.1,,138.5,71.0,,,22927.0,,,27.37,0.0,,40.92,,0.0,0.0,20.13,0.0,,5.2,24.0,,,,,,1825.0,79.0,,,0,3.0,,0,0,0,0,0,0,79.0,0,0,0.958005249343832,0
S21,31,56,7.6,9.6,37.8,12.1,12.5,12.8,,71952.0,5.0,,,,1.0,,,,25.0,,33.0,19.0,,,6027.0,,,37.19,0.0,,17.76,,0.0,0.0,2.95,0.0,,2.5,24.0,,,,,,1825.0,78.0,,,0,3.0,,0,0,0,0,0,0,78.0,0,0,0.9585084033613446,0
S21,31,57,11.1,10.6,37.7,12.1,12.5,12.8,,71952.0,4.0,,,,15.0,,,,70.0,,267.0,267.0,,,5372.0,,,8.06,0.0,,35.73,,0.0,0.0,25.41,0.0,,24.0,24.0,,,,,,1825.0,77.0,,,0,3.0,,0,0,0,0,0,0,77.0,0,0,0.9590120861797162,0
S21,31,58,11.1,11.25,38.1,12.2,12.5,12.8,,71952.0,3.0,,,,3.0,,,,30.0,,266.0,266.0,,,5350.0,,,9.15,0.0,,35.76,,0.0,0.0,25.31,0.0,,24.0,24.0,,,,,,1825.0,76.0,,,0,3.0,,0,0,0,0,0,0,76.0,0,0,0.9595162986330179,0
S21,31,59,10.9,10.92,38.0,12.2,12.5,12.8,,71952.0,4.0,,,,0.0,,,,49.0,,261.0,261.0,,,5517.0,,,10.86,0.0,,37.15,,0.0,0.0,26.09,0.0,,24.0,24.0,,,,,,1825.0,75.0,,,0,3.0,,0,0,0,0,0,0,75.0,0,0,0.9600210415570752,0
S21,31,61,15.4,15.1,53.7,17.2,12.3,13.1,,75801.0,4.0,,,,4.0,,,,195.0,,212.0,185.0,,,15767.0,,,10.37,0.0,,49.34,,0.0,0.0,33.39,0.0,,12.0,24.0,,,,,,1825.0,73.0,,,0,3.0,,0,0,0,0,0,0,73.0,0,0,0.9610321221695629,0
S21,31,62,15.1,15.0,52.5,16.8,12.3,12.8,,75801.0,3.0,,,,5.0,,,,2000.0,,363.0,363.0,,,14962.0,,,9.97,0.0,,73.39,,0.0,0.0,63.63,0.0,,24.0,24.0,,,,,,1825.0,72.0,,,0,3.0,,0,0,0,0,0,0,72.0,0,0,0.9615384615384616,0
S21,31,63,13.5,13.2,44.9,14.4,12.3,12.8,,75801.0,5.0,,,,2.0,,,,140.0,,323.0,323.0,,,8772.0,,,6.54,0.0,,50.51,,0.0,0.0,39.85,0.0,,24.0,24.0,,,,,,1825.0,71.0,,,0,3.0,,0,0,0,0,0,0,71.0,0,0,0.9620453347390617,0
S21,31,64,11.5,11.3,38.4,12.3,12.2,12.8,,75801.0,5.0,,,,4.0,,,,60.0,,258.0,252.0,,,5496.0,,,6.87,0.0,,35.92,,0.0,0.0,23.81,0.0,,22.0,24.0,,,,,,1825.0,70.0,,,0,3.0,,0,0,0,0,0,0,70.0,0,0,0.9625527426160337,0
S21,31,65,11.0,11.0,37.5,12.0,12.3,12.8,,75801.0,4.0,,,,3.0,,,,40.0,,264.0,264.0,,,5272.0,,,8.33,0.0,,37.29,,0.0,0.0,24.96,0.0,,24.0,24.0,,,,,,1825.0,69.0,,,0,3.0,,0,0,0,0,0,0,69.0,0,0,0.9630606860158312,0
S21,31,67,13.3,12.4,44.4,14.2,15.3,14.4,,107944.0,2.0,,,,12.0,,,,45.0,,171.0,159.0,,,9256.0,,,6.69,0.0,,35.78,,0.0,0.0,20.91,0.0,,12.0,24.0,,,,,,1825.0,67.0,,,0,3.0,,0,0,0,0,0,0,67.0,0,0,0.9640781827786582,0
S21,31,68,12.8,12.52,45.1,14.4,15.3,14.4,,107944.0,4.0,,,,3.0,,,,2000.0,,320.0,320.0,,,9245.0,,,11.11,0.0,,55.92,,0.0,0.0,43.52,0.0,,25.0,25.0,,,,,,1825.0,66.0,,,0,3.0,,0,0,0,0,0,0,66.0,0,0,0.9645877378435518,0
S21,31,69,14.0,13.1,45.8,14.7,15.3,14.4,,107944.0,4.0,,,,3.0,,,,3300.0,,350.0,350.0,,,9318.0,,,4.76,0.0,,55.78,,0.0,0.0,43.87,0.0,,25.0,25.0,,,,,,1825.0,65.0,,,0,3.0,,0,0,0,0,0,0,65.0,0,0,0.965097831835008,0
S21,31,70,14.4,13.0,45.6,14.6,15.3,14.4,,107944.0,4.0,,,,4.0,,,,3900.0,,346.0,346.0,,,9190.0,,,1.26,0.0,,53.05,,0.0,0.0,41.53,0.0,,24.0,24.0,,,,,,1825.0,64.0,,,0,3.0,,0,0,0,0,0,0,64.0,0,0,0.9656084656084656,0
S21,31,72,14.2,13.1,45.7,14.6,15.3,14.4,,107944.0,3.0,,,,12.0,,,,3000.0,,354.0,354.0,,,9355.0,,,3.01,0.0,,56.08,,0.0,0.0,43.99,0.0,,25.0,25.0,,,,,,1825.0,62.0,,,0,3.0,,0,0,0,0,0,0,62.0,0,0,0.9666313559322034,0
S21,31,73,13.5,13.0,45.6,14.6,15.3,14.4,,107944.0,3.0,,,,1.0,,,,2700.0,,324.0,324.0,,,9493.0,,,7.53,0.0,,54.29,,0.0,0.0,42.58,0.0,,24.0,24.0,,,,,,1825.0,61.0,,,0,3.0,,0,0,0,0,0,0,61.0,0,0,0.9671436142024378,0
S21,31,74,13.1,12.7,45.6,14.6,15.3,14.4,,107944.0,3.0,,,,15.0,,,,4600.0,,314.0,314.0,,,9370.0,,,10.39,0.0,,54.27,,0.0,0.0,42.3,0.0,,24.0,24.0,,,,,,1825.0,60.0,,,0,3.0,,0,0,0,0,0,0,60.0,0,0,0.9676564156945917,0
S21,31,75,12.8,13.2,46.2,14.8,15.3,14.4,,107944.0,4.0,,,,0.0,,,,4300.0,,321.0,321.0,,,10134.0,,,13.24,0.0,,59.48,,0.0,0.0,47.07,0.0,,25.0,25.0,,,,,,1825.0,59.0,,,0,3.0,,0,0,0,0,0,0,59.0,0,0,0.9681697612732095,0
S21,31,76,13.4,13.4,46.8,15.0,15.3,14.4,,107944.0,3.0,,,,2.0,,,,4000.0,,322.0,322.0,,,10346.0,,,10.56,0.0,,57.95,,0.0,0.0,46.13,0.0,,24.0,24.0,,,,,,1825.0,58.0,,,0,3.0,,0,0,0,0,0,0,58.0,0,0,0.9686836518046709,0
S21,31,77,13.3,13.5,47.6,15.2,15.3,14.4,,107944.0,1.0,,,,0.0,,,,1306.0,,320.0,320.0,,,10662.0,,,12.28,0.0,,58.84,,0.0,0.0,47.24,0.0,,24.0,24.0,,,,,,1825.0,57.0,,,0,3.0,,0,0,0,0,0,0,57.0,0,0,0.969198088157196,0
S21,31,78,13.8,13.8,48.0,15.4,15.3,14.4,,107944.0,3.0,,,,3.0,,,,1400.0,,331.0,331.0,,,11200.0,,,10.44,0.0,,60.95,,0.0,0.0,49.35,0.0,,24.0,24.0,,,,,,1825.0,56.0,,,0,3.0,,0,0,0,0,0,0,56.0,0,0,0.9697130712008502,0
S21,31,79,13.4,13.2,46.5,14.9,15.3,14.4,,107944.0,6.0,,,,7.0,,,,160.0,,321.0,321.0,,,9635.0,,,10.23,0.0,,54.74,,0.0,0.0,43.19,0.0,,24.0,24.0,,,,,,1825.0,55.0,,,0,3.0,,0,0,0,0,0,0,55.0,0,0,0.9702286018075492,0
S21,31,80,12.1,11.9,41.1,13.2,14.6,14.8,,107944.0,3.0,,,,6.0,,,,500.0,,290.0,290.0,,,6814.0,,,8.46,0.0,,43.17,,0.0,0.0,31.77,0.0,,24.0,24.0,,,,,,1825.0,54.0,,,0,3.0,,0,0,0,0,0,0,54.0,0,0,0.9707446808510638,0
S21,31,81,12.2,12.2,42.6,13.6,14.6,14.8,,107944.0,3.0,,,,7.0,,,,680.0,,305.0,305.0,,,7620.0,,,10.29,0.0,,49.05,,0.0,0.0,36.51,0.0,,25.0,25.0,,,,,,1825.0,53.0,,,0,3.0,,0,0,0,0,0,0,53.0,0,0,0.971261309207025,0
