ship_id,NOON_UTC,reference_speed_knots,actual_speed_knots,speed_loss_pct
S1,78,18.9,9.3,50.79365079365079
S1,79,18.9,1.8,90.47619047619048
S1,80,18.9,18.2,3.7037037037037
S1,80,18.9,18.2,3.7037037037037
S1,81,18.9,12.6,33.33333333333333
S1,88,18.9,17.1,9.52380952380951
S1,89,18.9,11.1,41.269841269841265
S1,89,18.9,11.1,41.269841269841265
S1,90,18.9,11.4,39.68253968253968
S1,90,18.9,11.4,39.68253968253968
S1,91,18.9,18.6,1.5873015873015723
S1,92,18.9,17.9,5.291005291005291
S1,92,18.9,18.8,0.5291005291005179
S1,93,18.9,18.9,0.0
S1,94,18.9,18.7,1.0582010582010546
S1,95,18.9,18.1,4.232804232804218
S1,96,18.9,17.9,5.291005291005291
S1,97,18.9,17.3,8.465608465608456
S1,98,18.9,17.5,7.4074074074074
S1,99,18.9,11.5,39.15343915343915
S1,100,18.9,11.1,41.269841269841265
S1,101,18.9,13.9,26.45502645502645
S1,103,18.9,18.4,2.6455026455026456
S1,104,18.9,20.0,-5.820105820105828
S1,105,18.9,18.8,0.5291005291005179
S1,106,18.9,16.9,10.582010582010582
S1,107,18.9,16.9,10.582010582010582
S1,108,18.9,11.0,41.7989417989418
S1,108,18.9,11.0,41.7989417989418
S1,109,18.9,11.0,41.7989417989418
S1,110,18.9,8.6,54.4973544973545
S1,112,18.9,14.6,22.751322751322746
S1,113,18.9,14.7,22.22222222222222
S1,115,18.9,11.4,39.68253968253968
S1,118,18.9,18.5,2.116402116402109
S1,119,18.9,18.5,2.116402116402109
S1,121,18.9,19.0,-0.5291005291005366
S1,122,18.9,19.2,-1.587301587301591
S1,123,18.9,11.6,38.62433862433862
S1,124,18.9,10.3,45.50264550264549
S1,126,18.9,16.6,12.169312169312155
S1,127,18.9,17.5,7.4074074074074
S1,128,18.9,18.4,2.6455026455026456
S1,129,18.9,17.4,7.936507936507938
S1,129,18.9,17.4,7.936507936507938
S1,130,18.9,17.2,8.994708994708992
S1,130,18.9,17.2,8.994708994708992
S1,131,18.9,16.5,12.698412698412692
S1,131,18.9,16.5,12.698412698412692
S1,132,18.9,17.8,5.82010582010581
S1,133,18.9,16.1,14.8148148148148
S1,134,18.9,19.4,-2.6455026455026456
S1,136,18.9,19.1,-1.0582010582010732
S1,137,18.9,17.7,6.349206349206346
S1,138,18.9,13.5,28.571428571428566
S1,139,18.9,14.0,25.92592592592592
S1,140,18.9,13.8,26.984126984126977
S1,141,18.9,8.3,56.08465608465608
S1,143,18.9,14.0,25.92592592592592
S1,144,18.9,13.8,26.984126984126977
S1,145,18.9,14.1,25.396825396825395
S1,146,18.9,11.4,39.68253968253968
S1,148,18.9,3.1,83.5978835978836
S1,150,18.9,11.3,40.2116402116402
S1,151,18.9,10.4,44.97354497354497
S1,153,18.9,10.7,43.386243386243386
S1,154,18.9,10.8,42.85714285714285
S1,155,18.9,10.9,42.32804232804232
S1,157,18.9,12.9,31.74603174603174
S1,158,18.9,12.1,35.978835978835974
S1,159,18.9,18.0,4.761904761904755
S1,159,18.9,16.4,13.22751322751323
S1,160,18.9,16.4,13.22751322751323
S1,161,18.9,15.4,18.51851851851851
S1,162,18.9,15.3,19.047619047619037
S1,162,18.9,15.0,20.63492063492063
S1,163,18.9,15.5,17.989417989417984
S1,164,18.9,16.0,15.343915343915338
S1,165,18.9,16.0,15.343915343915338
S1,166,18.9,16.5,12.698412698412692
S1,167,18.9,15.5,17.989417989417984
S1,168,18.9,15.3,19.047619047619037
S1,169,18.9,14.6,22.751322751322746
S1,170,18.9,14.3,24.338624338624328
S1,171,18.9,14.5,23.280423280423275
S1,172,18.9,14.1,25.396825396825395
S1,174,18.9,19.5,-3.174603174603182
S1,175,18.9,19.9,-5.291005291005291
S1,176,18.9,18.9,0.0
S1,177,18.9,18.3,3.1746031746031633
S1,178,18.9,15.5,17.989417989417984
S1,179,18.9,12.5,33.86243386243385
S1,180,18.9,11.3,40.2116402116402
S1,185,18.9,17.0,10.052910052910047
S1,186,18.9,9.7,48.67724867724868
S1,188,18.9,15.0,20.63492063492063
S1,189,18.9,11.7,38.095238095238095
S1,193,18.9,10.5,44.44444444444444
S1,194,18.9,16.8,11.1111111111111
S1,195,18.9,16.0,15.343915343915338
S1,196,18.9,13.4,29.100529100529094
S1,198,18.9,13.0,31.216931216931208
S1,199,18.9,13.5,28.571428571428566
S1,200,18.9,13.7,27.513227513227513
S1,201,18.9,13.5,28.571428571428566
S1,202,18.9,11.0,41.7989417989418
S1,203,18.9,13.4,29.100529100529094
S1,204,18.9,17.4,7.936507936507938
S1,205,18.9,18.7,1.0582010582010546
S1,206,18.9,18.3,3.1746031746031633
S1,207,18.9,17.9,5.291005291005291
S1,208,18.9,18.6,1.5873015873015723
S1,209,18.9,18.5,2.116402116402109
S1,210,18.9,17.0,10.052910052910047
S1,211,18.9,16.8,11.1111111111111
S1,213,18.9,18.7,1.0582010582010546
S1,214,18.9,20.3,-7.40740740740742
S1,215,18.9,15.6,17.460317460317455
S1,216,18.9,15.0,20.63492063492063
S1,217,18.9,13.1,30.687830687830687
S1,218,18.9,9.1,51.85185185185185
S1,220,18.9,13.0,31.216931216931208
S1,221,18.9,13.6,28.04232804232804
S1,222,18.9,12.2,35.44973544973545
S1,223,18.9,11.8,37.566137566137556
S1,226,18.9,14.5,23.280423280423275
S1,227,18.9,8.1,57.14285714285714
S1,228,18.9,11.2,40.74074074074074
S1,230,18.9,11.1,41.269841269841265
S1,231,18.9,11.5,39.15343915343915
S1,232,18.9,10.7,43.386243386243386
S1,233,18.9,11.2,40.74074074074074
S1,234,18.9,13.0,31.216931216931208
S1,235,18.9,11.1,41.269841269841265
S1,236,18.9,17.6,6.878306878306864
S1,237,18.9,16.8,11.1111111111111
S1,238,18.9,16.3,13.756613756613747
S1,239,18.9,15.5,17.989417989417984
S1,239,18.9,15.6,17.460317460317455
S1,240,18.9,14.5,23.280423280423275
S1,241,18.9,14.1,25.396825396825395
S1,242,18.9,15.5,17.989417989417984
S1,243,18.9,15.3,19.047619047619037
S1,244,18.9,15.2,19.576719576719576
S1,245,18.9,15.7,16.931216931216927
S1,246,18.9,15.3,19.047619047619037
S1,247,18.9,10.4,44.97354497354497
S1,248,18.9,10.2,46.03174603174603
S1,249,18.9,10.0,47.08994708994709
S1,250,18.9,10.9,42.32804232804232
S1,251,18.9,10.6,43.91534391534391
S1,252,18.9,11.7,38.095238095238095
S1,254,18.9,19.7,-4.232804232804237
S1,255,18.9,19.0,-0.5291005291005366
S1,256,18.9,18.3,3.1746031746031633
S1,257,18.9,15.3,19.047619047619037
S1,259,18.9,11.1,41.269841269841265
S1,260,18.9,10.9,42.32804232804232
S1,261,18.9,10.8,42.85714285714285
S1,262,18.9,11.0,41.7989417989418
S1,263,18.9,11.3,40.2116402116402
S1,265,18.9,10.8,42.85714285714285
S1,266,18.9,10.5,44.44444444444444
S1,267,18.9,11.2,40.74074074074074
S1,269,18.9,13.2,30.158730158730158
S1,270,18.9,5.9,68.78306878306879
S1,277,18.9,17.2,8.994708994708992
S1,278,18.9,19.2,-1.587301587301591
S1,279,18.9,17.7,6.349206349206346
S1,282,18.9,20.2,-6.878306878306882
S1,283,18.9,20.3,-7.40740740740742
S1,284,18.9,16.6,12.169312169312155
S1,285,18.9,14.1,25.396825396825395
S1,287,18.9,17.3,8.465608465608456
S1,288,18.9,19.0,-0.5291005291005366
S1,289,18.9,18.8,0.5291005291005179
S1,290,18.9,18.2,3.7037037037037
S1,291,18.9,19.3,-2.116402116402128
S1,292,18.9,19.2,-1.587301587301591
S1,293,18.9,19.0,-0.5291005291005366
S1,294,18.9,18.4,2.6455026455026456
S1,296,18.9,18.3,3.1746031746031633
S1,297,18.9,17.4,7.936507936507938
S1,298,18.9,16.8,11.1111111111111
S1,299,18.9,18.9,0.0
S1,300,18.9,17.5,7.4074074074074
S1,301,18.9,11.4,39.68253968253968
S1,304,18.9,13.8,26.984126984126977
S1,305,18.9,14.0,25.92592592592592
S1,306,18.9,12.7,32.804232804232804
S1,307,18.9,12.4,34.391534391534385
S1,310,18.9,16.3,13.756613756613747
S1,312,18.9,12.4,34.391534391534385
S1,313,18.9,10.0,47.08994708994709
S1,314,18.9,14.8,21.693121693121682
S1,316,18.9,20.0,-5.820105820105828
S1,317,18.9,17.8,5.82010582010581
S1,318,18.9,17.6,6.878306878306864
S1,319,18.9,15.7,16.931216931216927
S1,319,18.9,15.7,16.931216931216927
S1,320,18.9,17.8,5.82010582010581
S1,321,18.9,15.2,19.576719576719576
S1,322,18.9,15.6,17.460317460317455
S1,322,18.9,15.8,16.40211640211639
S1,323,18.9,16.7,11.640211640211637
S1,324,18.9,15.8,16.40211640211639
S1,325,18.9,15.1,20.1058201058201
S1,326,18.9,16.1,14.8148148148148
S1,327,18.9,16.0,15.343915343915338
S1,328,18.9,16.1,14.8148148148148
S1,329,18.9,17.3,8.465608465608456
S1,330,18.9,19.1,-1.0582010582010732
S1,331,18.9,17.8,5.82010582010581
S1,332,18.9,14.1,25.396825396825395
S1,333,18.9,12.0,36.507936507936506
S1,333,18.9,12.0,36.507936507936506
S1,335,18.9,19.3,-2.116402116402128
S1,336,18.9,19.8,-4.761904761904773
S1,337,18.9,19.1,-1.0582010582010732
S1,338,18.9,16.5,12.698412698412692
S1,339,18.9,11.8,37.566137566137556
S1,340,18.9,11.3,40.2116402116402
S1,341,18.9,11.6,38.62433862433862
S1,342,18.9,10.8,42.85714285714285
S1,343,18.9,10.6,43.91534391534391
S1,344,18.9,9.5,49.735449735449734
S1,346,18.9,12.8,32.275132275132265
S1,347,18.9,10.0,47.08994708994709
S1,349,18.9,7.7,59.25925925925925
S1,351,18.9,14.9,21.164021164021158
S1,352,18.9,13.1,30.687830687830687
S1,353,18.9,8.7,53.96825396825397
S1,354,18.9,10.0,47.08994708994709
S1,355,18.9,17.1,9.52380952380951
S1,355,18.9,17.1,9.52380952380951
S1,356,18.9,17.4,7.936507936507938
S1,357,18.9,17.8,5.82010582010581
S1,358,18.9,14.2,24.867724867724867
S1,359,18.9,9.4,50.26455026455026
S1,360,18.9,14.5,23.280423280423275
S1,360,18.9,14.5,23.280423280423275
S1,361,18.9,14.6,22.751322751322746
S1,362,18.9,15.8,16.40211640211639
S1,363,18.9,14.5,23.280423280423275
S1,364,18.9,14.5,23.280423280423275
S1,365,18.9,14.6,22.751322751322746
S1,366,18.9,14.7,22.22222222222222
S1,367,18.9,15.2,19.576719576719576
S1,368,18.9,15.9,15.873015873015865
S1,370,18.9,15.3,19.047619047619037
S1,371,18.9,16.1,14.8148148148148
S1,372,18.9,14.4,23.809523809523803
S1,373,18.9,12.9,31.74603174603174
S1,374,18.9,10.4,44.97354497354497
S1,375,18.9,10.2,46.03174603174603
S1,376,18.9,8.6,54.4973544973545
S1,377,18.9,8.0,57.67195767195767
S1,378,18.9,10.5,44.44444444444444
S1,382,18.9,16.7,11.640211640211637
S1,383,18.9,15.8,16.40211640211639
S1,384,18.9,9.2,51.32275132275132
S1,387,18.9,16.0,15.343915343915338
S1,388,18.9,9.2,51.32275132275132
S1,389,18.9,12.3,34.92063492063491
S1,390,18.9,12.0,36.507936507936506
S1,392,18.9,12.5,33.86243386243385
S1,393,18.9,12.6,33.33333333333333
S1,394,18.9,12.0,36.507936507936506
S1,395,18.9,19.0,-0.5291005291005366
S1,396,18.9,17.4,7.936507936507938
S1,397,18.9,18.1,4.232804232804218
S1,398,18.9,14.4,23.809523809523803
S1,399,18.9,11.3,40.2116402116402
S1,400,18.9,12.7,32.804232804232804
S1,401,18.9,14.0,25.92592592592592
S1,401,18.9,18.8,0.5291005291005179
S1,402,18.9,18.4,2.6455026455026456
S1,403,18.9,18.7,1.0582010582010546
S1,404,18.9,17.9,5.291005291005291
S1,405,18.9,17.9,5.291005291005291
S1,406,18.9,18.3,3.1746031746031633
S1,407,18.9,17.4,7.936507936507938
S1,408,18.9,17.8,5.82010582010581
S1,409,18.9,11.3,40.2116402116402
S1,410,18.9,12.4,34.391534391534385
S1,411,18.9,9.2,51.32275132275132
S1,412,18.9,8.7,53.96825396825397
S1,413,18.9,7.3,61.37566137566137
S1,414,18.9,17.8,5.82010582010581
S1,415,18.9,17.8,5.82010582010581
S1,416,18.9,16.2,14.285714285714283
S1,417,18.9,17.5,7.4074074074074
S1,418,18.9,13.0,31.216931216931208
S1,419,18.9,8.0,57.67195767195767
S1,420,18.9,10.3,45.50264550264549
S1,421,18.9,10.5,44.44444444444444
S1,422,18.9,10.3,45.50264550264549
S1,423,18.9,10.9,42.32804232804232
S1,424,18.9,6.5,65.60846560846561
S1,426,18.9,10.7,43.386243386243386
S1,427,18.9,10.2,46.03174603174603
S1,428,18.9,7.3,61.37566137566137
S1,429,18.9,10.6,43.91534391534391
S1,431,18.9,10.2,46.03174603174603
S1,432,18.9,15.8,16.40211640211639
S1,433,18.9,16.1,14.8148148148148
S1,434,18.9,15.2,19.576719576719576
S1,435,18.9,9.3,50.79365079365079
S1,436,18.9,10.7,43.386243386243386
S1,437,18.9,10.5,44.44444444444444
S1,438,18.9,10.7,43.386243386243386
S1,439,18.9,11.7,38.095238095238095
S1,440,18.9,11.2,40.74074074074074
S1,441,18.9,10.6,43.91534391534391
S1,442,18.9,13.3,29.629629629629623
S1,443,18.9,12.1,35.978835978835974
S1,444,18.9,13.2,30.158730158730158
S1,445,18.9,13.5,28.571428571428566
S1,446,18.9,11.8,37.566137566137556
S1,447,18.9,12.7,32.804232804232804
S1,448,18.9,13.0,31.216931216931208
S1,449,18.9,12.4,34.391534391534385
S1,450,18.9,11.7,38.095238095238095
S1,451,18.9,12.1,35.978835978835974
S1,453,18.9,12.1,35.978835978835974
S1,454,18.9,13.0,31.216931216931208
S1,455,18.9,12.4,34.391534391534385
S1,456,18.9,12.2,35.44973544973545
S1,457,18.9,11.5,39.15343915343915
S1,458,18.9,10.7,43.386243386243386
S1,459,18.9,10.4,44.97354497354497
S1,460,18.9,9.9,47.61904761904761
S1,461,18.9,9.8,48.14814814814814
S1,462,18.9,11.8,37.566137566137556
S1,465,18.9,16.2,14.285714285714283
S1,466,18.9,15.6,17.460317460317455
S1,467,18.9,12.4,34.391534391534385
S1,468,18.9,9.0,52.38095238095237
S1,470,18.9,8.8,53.43915343915343
S1,472,18.9,13.0,31.216931216931208
S1,473,18.9,10.9,42.32804232804232
S1,474,18.9,10.0,47.08994708994709
S1,475,18.9,11.0,41.7989417989418
S1,476,18.9,11.3,40.2116402116402
S1,477,18.9,2.8,85.18518518518518
S1,478,18.9,16.0,15.343915343915338
S1,479,18.9,13.0,31.216931216931208
S1,480,18.9,13.2,30.158730158730158
S1,481,18.9,14.9,21.164021164021158
S1,482,18.9,10.8,42.85714285714285
S1,483,18.9,3.8,79.89417989417989
S1,484,18.9,1.9,89.94708994708995
S1,485,18.9,17.0,10.052910052910047
S1,486,18.9,17.0,10.052910052910047
S1,486,18.9,16.8,11.1111111111111
S1,487,18.9,18.1,4.232804232804218
S1,488,18.9,17.6,6.878306878306864
S1,489,18.9,17.5,7.4074074074074
S1,490,18.9,17.6,6.878306878306864
S1,491,18.9,16.6,12.169312169312155
S1,492,18.9,16.9,10.582010582010582
S1,494,18.9,14.9,21.164021164021158
S1,494,18.9,16.0,15.343915343915338
S1,495,18.9,13.4,29.100529100529094
S1,497,18.9,9.0,52.38095238095237
S1,497,18.9,13.5,28.571428571428566
S1,498,18.9,12.0,36.507936507936506
S1,499,18.9,11.8,37.566137566137556
S1,500,18.9,11.3,40.2116402116402
S1,501,18.9,10.3,45.50264550264549
S1,502,18.9,3.8,79.89417989417989
S1,503,18.9,2.3,87.83068783068782
S1,504,18.9,1.5,92.06349206349206
S1,507,18.9,16.7,11.640211640211637
S1,508,18.9,7.6,59.78835978835979
S1,509,18.9,12.1,35.978835978835974
S1,511,18.9,5.0,73.54497354497354
S1,553,18.9,11.4,39.68253968253968
S1,554,18.9,9.9,47.61904761904761
S1,556,18.9,11.8,37.566137566137556
S1,556,18.9,10.7,43.386243386243386
S1,557,18.9,3.3,82.53968253968253
S1,558,18.9,1.8,90.47619047619048
S1,559,18.9,8.3,56.08465608465608
S1,560,18.9,15.9,15.873015873015865
S1,561,18.9,14.5,23.280423280423275
S1,562,18.9,13.8,26.984126984126977
S1,563,18.9,17.6,6.878306878306864
S1,564,18.9,16.0,15.343915343915338
S1,565,18.9,15.1,20.1058201058201
S1,566,18.9,13.5,28.571428571428566
S1,567,18.9,11.0,41.7989417989418
S1,568,18.9,12.6,33.33333333333333
S1,569,18.9,14.5,23.280423280423275
S1,570,18.9,14.0,25.92592592592592
S1,571,18.9,14.7,22.22222222222222
S1,572,18.9,13.2,30.158730158730158
S1,573,18.9,13.3,29.629629629629623
S1,574,18.9,12.3,34.92063492063491
S1,575,18.9,12.1,35.978835978835974
S1,576,18.9,14.5,23.280423280423275
S1,577,18.9,14.0,25.92592592592592
S1,578,18.9,9.7,48.67724867724868
S1,579,18.9,12.0,36.507936507936506
S1,581,18.9,13.0,31.216931216931208
S1,582,18.9,12.1,35.978835978835974
S1,583,18.9,11.4,39.68253968253968
S1,584,18.9,11.3,40.2116402116402
S1,585,18.9,10.6,43.91534391534391
S1,586,18.9,10.9,42.32804232804232
S1,587,18.9,10.8,42.85714285714285
S1,588,18.9,10.9,42.32804232804232
S1,590,18.9,15.8,16.40211640211639
S1,592,18.9,14.5,23.280423280423275
S1,593,18.9,14.0,25.92592592592592
S1,594,18.9,5.2,72.4867724867725
S1,596,18.9,2.8,85.18518518518518
S1,597,18.9,2.9,84.65608465608466
S1,599,18.9,11.4,39.68253968253968
S1,600,18.9,15.6,17.460317460317455
S1,602,18.9,13.6,28.04232804232804
S1,603,18.9,12.0,36.507936507936506
S1,604,18.9,11.2,40.74074074074074
S1,605,18.9,18.7,1.0582010582010546
S1,606,18.9,16.7,11.640211640211637
S1,607,18.9,12.7,32.804232804232804
S1,608,18.9,12.8,32.275132275132265
S1,609,18.9,11.4,39.68253968253968
S1,610,18.9,16.6,12.169312169312155
S1,610,18.9,17.3,8.465608465608456
S1,611,18.9,17.2,8.994708994708992
S1,612,18.9,19.8,-4.761904761904773
S1,613,18.9,19.7,-4.232804232804237
S1,614,18.9,18.8,0.5291005291005179
S1,615,18.9,19.6,-3.703703703703719
S1,616,18.9,19.5,-3.174603174603182
S1,617,18.9,18.3,3.1746031746031633
S1,618,18.9,17.5,7.4074074074074
S1,619,18.9,16.8,11.1111111111111
S1,621,18.9,19.8,-4.761904761904773
S1,622,18.9,19.4,-2.6455026455026456
S1,623,18.9,19.1,-1.0582010582010732
S1,624,18.9,17.2,8.994708994708992
S1,625,18.9,14.4,23.809523809523803
S1,626,18.9,17.1,9.52380952380951
S1,627,18.9,12.3,34.92063492063491
S1,628,18.9,10.8,42.85714285714285
S1,629,18.9,5.0,73.54497354497354
S1,630,18.9,9.5,49.735449735449734
S1,631,18.9,9.0,52.38095238095237
S1,633,18.9,20.0,-5.820105820105828
S1,634,18.9,14.1,25.396825396825395
S1,635,18.9,17.1,9.52380952380951
S1,636,18.9,12.4,34.391534391534385
S1,637,18.9,9.6,49.2063492063492
S1,638,18.9,8.6,54.4973544973545
S1,640,18.9,7.2,61.904761904761905
S1,641,18.9,5.4,71.42857142857142
S1,642,18.9,11.6,38.62433862433862
S1,644,18.9,17.5,7.4074074074074
S1,645,18.9,17.0,10.052910052910047
S1,646,18.9,16.7,11.640211640211637
S1,647,18.9,16.7,11.640211640211637
S1,648,18.9,16.8,11.1111111111111
S1,649,18.9,17.6,6.878306878306864
S1,650,18.9,15.1,20.1058201058201
S1,651,18.9,16.3,13.756613756613747
S1,652,18.9,15.5,17.989417989417984
S1,653,18.9,15.5,17.989417989417984
S1,654,18.9,15.8,16.40211640211639
S1,655,18.9,15.2,19.576719576719576
S1,656,18.9,14.6,22.751322751322746
S1,657,18.9,15.0,20.63492063492063
S1,658,18.9,15.2,19.576719576719576
S1,659,18.9,15.3,19.047619047619037
S1,661,18.9,15.4,18.51851851851851
S1,662,18.9,14.6,22.751322751322746
S1,663,18.9,13.2,30.158730158730158
S1,664,18.9,12.9,31.74603174603174
S1,665,18.9,12.2,35.44973544973545
S1,666,18.9,13.6,28.04232804232804
S1,667,18.9,13.7,27.513227513227513
S1,668,18.9,13.3,29.629629629629623
S1,669,18.9,13.1,30.687830687830687
S1,670,18.9,13.2,30.158730158730158
S1,671,18.9,13.0,31.216931216931208
S1,672,18.9,13.3,29.629629629629623
S1,673,18.9,18.3,3.1746031746031633
S1,674,18.9,17.8,5.82010582010581
S1,675,18.9,10.3,45.50264550264549
S1,676,18.9,12.7,32.804232804232804
S1,679,18.9,11.4,39.68253968253968
S1,685,18.9,9.9,47.61904761904761
S1,686,18.9,8.6,54.4973544973545
S1,693,18.9,11.5,39.15343915343915
S1,694,18.9,12.0,36.507936507936506
S1,695,18.9,11.7,38.095238095238095
S1,696,18.9,9.6,49.2063492063492
S1,697,18.9,10.8,42.85714285714285
S1,698,18.9,11.0,41.7989417989418
S1,699,18.9,13.2,30.158730158730158
S1,700,18.9,13.3,29.629629629629623
S1,701,18.9,13.8,26.984126984126977
S1,702,18.9,13.8,26.984126984126977
S1,703,18.9,13.6,28.04232804232804
S1,704,18.9,12.4,34.391534391534385
S1,705,18.9,12.5,33.86243386243385
S1,706,18.9,12.5,33.86243386243385
S1,707,18.9,11.9,37.03703703703703
S1,708,18.9,11.7,38.095238095238095
S1,709,18.9,12.0,36.507936507936506
S1,710,18.9,12.0,36.507936507936506
S1,711,18.9,12.0,36.507936507936506
S1,712,18.9,12.0,36.507936507936506
S1,713,18.9,12.0,36.507936507936506
S1,714,18.9,11.5,39.15343915343915
S1,715,18.9,11.6,38.62433862433862
S1,716,18.9,11.4,39.68253968253968
S1,717,18.9,12.1,35.978835978835974
S1,718,18.9,11.0,41.7989417989418
S1,719,18.9,11.1,41.269841269841265
S1,720,18.9,10.6,43.91534391534391
S1,721,18.9,10.7,43.386243386243386
S1,721,18.9,10.8,42.85714285714285
S1,722,18.9,11.3,40.2116402116402
S1,723,18.9,11.0,41.7989417989418
S1,724,18.9,10.5,44.44444444444444
S1,725,18.9,10.6,43.91534391534391
S1,726,18.9,10.8,42.85714285714285
S1,727,18.9,11.3,40.2116402116402
S1,728,18.9,11.2,40.74074074074074
S1,729,18.9,11.4,39.68253968253968
S1,730,18.9,11.3,40.2116402116402
S1,731,18.9,11.5,39.15343915343915
S1,732,18.9,11.2,40.74074074074074
S1,733,18.9,10.5,44.44444444444444
S1,734,18.9,11.5,39.15343915343915
S1,735,18.9,10.5,44.44444444444444
S1,736,18.9,12.0,36.507936507936506
S1,737,18.9,11.3,40.2116402116402
S1,738,18.9,10.8,42.85714285714285
S1,739,18.9,11.6,38.62433862433862
S1,740,18.9,11.0,41.7989417989418
S1,741,18.9,11.5,39.15343915343915
S1,742,18.9,12.0,36.507936507936506
S1,743,18.9,11.2,40.74074074074074
S1,744,18.9,8.0,57.67195767195767
S1,745,18.9,8.7,53.96825396825397
S1,746,18.9,9.7,48.67724867724868
S1,747,18.9,10.4,44.97354497354497
S1,748,18.9,9.7,48.67724867724868
S1,760,18.9,11.3,40.2116402116402
S1,761,18.9,11.7,38.095238095238095
S1,762,18.9,11.7,38.095238095238095
S1,764,18.9,18.1,4.232804232804218
S1,765,18.9,12.6,33.33333333333333
S1,767,18.9,9.2,51.32275132275132
S1,768,18.9,14.7,22.22222222222222
S1,769,18.9,14.5,23.280423280423275
S1,770,18.9,14.1,25.396825396825395
S1,771,18.9,10.7,43.386243386243386
S1,772,18.9,16.3,13.756613756613747
S1,773,18.9,16.5,12.698412698412692
S1,774,18.9,17.1,9.52380952380951
S1,775,18.9,12.9,31.74603174603174
S1,777,18.9,17.4,7.936507936507938
S1,778,18.9,18.0,4.761904761904755
S1,779,18.9,17.5,7.4074074074074
S1,780,18.9,17.9,5.291005291005291
S1,781,18.9,18.0,4.761904761904755
S1,782,18.9,17.8,5.82010582010581
S1,783,18.9,18.2,3.7037037037037
S1,784,18.9,17.9,5.291005291005291
S1,785,18.9,17.9,5.291005291005291
S1,787,18.9,18.3,3.1746031746031633
S1,788,18.9,16.4,13.22751322751323
S1,789,18.9,15.1,20.1058201058201
S1,790,18.9,14.4,23.809523809523803
S1,791,18.9,13.1,30.687830687830687
S1,792,18.9,8.8,53.43915343915343
S1,794,18.9,17.5,7.4074074074074
S1,795,18.9,16.7,11.640211640211637
S1,796,18.9,12.2,35.44973544973545
S1,797,18.9,12.1,35.978835978835974
S1,798,18.9,12.0,36.507936507936506
S1,801,18.9,18.9,0.0
S1,803,18.9,11.2,40.74074074074074
S1,804,18.9,16.1,14.8148148148148
S1,805,18.9,11.4,39.68253968253968
S1,806,18.9,11.3,40.2116402116402
S1,807,18.9,11.5,39.15343915343915
S1,808,18.9,11.0,41.7989417989418
