ship_id,NOON_UTC,RPM,V_actual,V_ref,speed_loss_pct
S22,229,62.5,17.7,18.05234705819769,1.9518074689223694
S22,230,62.0,18.0,17.924305067915032,-0.4223033015682358
S22,231,62.3,17.7,18.001130262084626,1.6728408588814585
S22,232,61.8,17.7,17.87308827180197,0.968429569472039
S22,233,62.1,17.5,17.949913465971562,2.5064937879755402
S22,234,62.2,16.8,17.975521864028096,6.5395701605776635
S22,235,61.5,17.3,17.79626307763238,2.788580251188334
S22,244,52.6,16.3,15.517115650601133,-5.045295575718283
S22,245,55.1,16.2,16.157325602014403,-0.26411795514151154
S22,265,64.5,19.5,18.564515019328304,-5.039102716649061
S22,265,64.5,19.5,18.564515019328304,-5.039102716649061
S22,266,64.5,19.4,18.564515019328304,-4.5004406514354685
S22,267,64.2,18.1,18.487689825158714,2.097016062175224
S22,268,65.3,18.3,18.769382203780552,2.500786646488596
S22,269,65.1,18.9,18.718165407667488,-0.971433836448661
S22,270,65.2,18.9,18.74377380572402,-0.8334831389624863
S22,271,65.3,19.1,18.769382203780552,-1.7614740465610863
S22,272,65.0,19.3,18.692557009610958,-3.249651666578949
S22,273,65.0,19.2,18.692557009610958,-2.7146793781510707
S22,274,65.1,19.1,18.718165407667488,-2.0399146177867573
S22,275,63.0,18.6,18.180389048480343,-2.308041650817877
S22,277,62.7,19.4,18.10356385431075,-7.161220608949584
S22,278,63.3,19.1,18.257214242649933,-4.616179369694149
S22,279,63.0,19.0,18.180389048480343,-4.508214589545135
S22,280,62.8,18.6,18.12917225236728,-2.5970725032481385
S22,281,62.7,19.6,18.10356385431075,-8.265975460588255
S22,282,62.5,19.2,18.05234705819769,-6.357361389643532
S22,283,62.1,19.0,17.949913465971562,-5.850092458769414
S22,284,62.3,18.7,18.001130262084626,-3.882365872255183
S22,293,58.6,18.3,17.053619533992983,-7.308597823017029
S22,294,62.3,19.1,18.001130262084626,-6.104448564709851
S22,295,62.4,19.5,18.026738660141156,-8.17264491172974
S22,296,54.2,17.0,15.926850019505626,-6.737992629930506
S22,297,57.5,10.3,16.771927155371145,38.58785633527233
S22,305,58.1,18.5,16.92557754371033,-9.302030918730678
S22,306,61.1,19.2,17.693829485406255,-8.51240550179385
S22,307,53.3,17.2,15.696374436996846,-9.579445043430287
S22,316,63.7,18.1,18.35964783487606,1.4142310201769288
S22,317,65.3,18.9,18.769382203780552,-0.6959088732986513
S22,318,65.4,19.1,18.794990601837085,-1.6228228288292064
S22,319,65.0,18.0,18.692557009610958,3.7049880829833675
S22,320,65.2,18.5,18.74377380572402,1.3005588322324795
S22,321,65.3,18.7,18.769382203780552,0.3696562999637646
S22,322,62.5,13.6,18.05234705819769,24.66353568233583
S22,323,59.9,17.3,17.386528708727884,0.4976767368430844
S22,324,56.5,16.7,16.515843174805838,-1.1150313262545655
S22,324,56.5,16.7,16.515843174805838,-1.1150313262545655
S22,325,56.5,16.7,16.515843174805838,-1.1150313262545655
S22,326,56.4,16.1,16.490234776749304,2.366459798980673
S22,327,56.3,15.9,16.464626378692774,3.429330041910145
S22,328,49.6,14.0,14.748863708905207,5.077433242894845
S22,329,63.8,18.6,18.385256232932587,-1.1680216165970787
S22,330,64.0,18.3,18.43647302904565,0.7402339310270689
S22,331,63.8,18.1,18.385256232932587,1.5515488569673588
S22,332,60.8,16.2,17.61700429123666,8.043389601383769
S22,333,64.0,18.4,18.43647302904565,0.19783083775400442
S22,334,66.2,19.5,18.99985778628933,-2.6323471435222174
S22,335,65.9,19.4,18.92303259211974,-2.520565377448468
S22,349,50.6,18.8,15.004947689470516,-25.292006270655666
S22,379,67.8,19.63,19.409592155193824,-1.1355614432485432
S22,380,62.1,18.71,17.949913465971562,-4.234485784398727
S22,381,62.3,18.61,18.001130262084626,-3.3823972664528856
S22,382,61.2,18.0,17.71943788346279,-1.5833578829216408
S22,383,61.7,18.13,17.847479873745442,-1.5829692945621892
S22,384,61.7,18.13,17.847479873745442,-1.5829692945621892
S22,385,62.0,18.22,17.924305067915032,-1.6496870085873967
S22,386,63.3,18.7,18.257214242649933,-2.4252646184963544
S22,387,62.9,18.67,18.15478065042381,-2.8379266017965614
S22,388,62.2,18.39,17.975521864028096,-2.305791949224807
S22,389,62.9,18.3,18.15478065042381,-0.7998959192756816
S22,390,62.7,18.04,18.10356385431075,0.3511123821932709
S22,391,57.0,16.55,16.64388516508849,0.5640820286685239
S22,393,54.2,15.64,15.926850019505626,1.8010467804639305
S22,394,50.9,14.63,15.081772883640108,2.9954892380733686
S22,395,52.4,14.88,15.46589885448807,3.788327209433722
S22,396,52.1,14.42,15.389073660318479,6.297153952919761
S22,410,56.7,16.55,16.567059970918898,0.10297524695898566
S22,413,54.8,16.23,16.08050040784481,-0.9296948998070879
S22,414,55.5,16.21,16.259759194240527,0.3060266369636722
S22,415,55.7,16.04,16.31097599035359,1.6613107058329797
S22,416,55.7,16.12,16.31097599035359,1.1708434275578212
S22,417,55.3,16.17,16.208542398127467,0.23779064878725653
S22,418,54.6,16.04,16.02928361173175,-0.06685506681288411
S22,419,50.7,15.0,15.030556087527046,0.20329312734079424
S22,420,50.1,14.84,14.87690569918786,0.24807375897983389
S22,421,49.5,14.58,14.723255310848675,0.9729866651372848
S22,422,49.7,14.72,14.774472106961738,0.36869071576554324
S22,423,49.3,14.08,14.672038514735613,4.035148313855699
S22,425,49.7,14.25,14.774472106961738,3.549853444270316
S22,460,62.7,18.78,18.10356385431075,-3.7364805688697658
S22,467,50.4,14.38,14.953730893357452,3.8367073571740318
S22,482,62.1,17.77,17.949913465971562,1.002308263561451
S22,483,59.8,16.4,17.360920310671354,5.534961819280397
S22,485,59.1,18.27,17.18166152427564,-6.334302850668239
S22,486,59.4,17.96,17.25848671844523,-4.064743873546107
S22,487,59.2,17.75,17.20726992233217,-3.1540742960244774
S22,488,56.8,17.13,16.592668368975428,-3.2383678084548535
S22,489,57.4,17.33,16.74631875731461,-3.485430148225509
S22,490,57.1,16.7,16.66949356314502,-0.18300758052077418
S22,491,57.6,17.25,16.797535553427675,-2.6936358916055148
S22,492,57.1,17.17,16.66949356314502,-3.0025293507510145
S22,493,56.3,16.48,16.464626378692774,-0.09337364209564906
S22,494,56.2,16.71,16.439017980636244,-1.6484075854345466
S22,495,56.0,16.83,16.38780118452318,-2.698341348529633
S22,496,56.0,16.74,16.38780118452318,-2.149152357361026
S22,497,56.0,16.71,16.38780118452318,-1.9660893603048382
S22,498,56.8,16.86,16.592668368975428,-1.6111430969380545
S22,499,61.0,18.65,17.668221087349725,-5.556750211560449
S22,500,61.0,18.52,17.668221087349725,-4.820965893731883
S22,501,61.0,18.25,17.668221087349725,-3.2927984643956223
S22,502,61.0,18.13,17.668221087349725,-2.613612940246166
S22,503,58.8,17.58,17.104836330106046,-2.777949234495868
S22,504,59.4,17.87,17.25848671844523,-3.5432613040238827
S22,505,58.4,17.46,17.002402737879923,-2.6913682093919005
S22,506,59.0,17.57,17.156053126219106,-2.412832781149825
S22,507,61.8,18.67,17.87308827180197,-4.458724290280072
S22,508,62.2,18.78,17.975521864028096,-4.475409070497114
S22,509,62.1,18.52,17.949913465971562,-3.1759848598110256
S22,510,57.0,17.0,16.64388516508849,-2.139613626141089
S22,537,53.0,15.38,15.619549242827254,1.5336501655914205
S22,538,60.0,16.92,17.412137106784417,2.8264026625006338
S22,539,64.4,18.08,18.538906621271774,2.4753704770551077
S22,540,64.6,18.0,18.590123417384834,3.174392144341396
S22,541,64.1,17.36,18.46208142710218,5.969432165348025
S22,542,61.8,16.13,17.87308827180197,9.752585816699662
S22,543,51.8,13.36,15.312248466148885,12.749587171764897
S22,552,56.0,20.31,16.38780118452318,-23.933649007049134
S22,553,56.0,16.04,16.38780118452318,2.122317573950363
S22,554,52.0,14.68,15.363465262261947,4.44864000793348
S22,580,62.0,18.28,17.924305067915032,-1.9844280195926371
S22,581,63.7,18.5,18.35964783487606,-0.7644600070014737
S22,602,53.0,17.0,15.619549242827254,-8.837967957408697
S22,617,57.0,12.09,16.64388516508849,27.36071007411496
S22,618,58.0,16.58,16.8999691456538,1.8933120107860535
S22,619,58.0,16.87,16.8999691456538,0.17733254655973768
S22,620,58.0,16.83,16.8999691456538,0.414019369211657
S22,621,58.0,17.09,16.8999691456538,-1.1244449780257242
S22,622,58.0,17.13,16.8999691456538,-1.3611318006776225
S22,623,58.0,17.26,16.8999691456538,-2.130363974296324
S22,624,58.0,17.25,16.8999691456538,-2.0711922686333386
S22,625,58.0,16.71,16.8999691456538,1.1240798371673522
S22,626,58.0,16.09,16.8999691456538,4.7927255882718605
S22,627,59.0,17.39,17.156053126219106,-1.3636404134431128
S22,628,59.0,17.33,17.156053126219106,-1.0139096242075283
S22,629,59.0,17.54,17.156053126219106,-2.237967386532033
S22,631,50.0,17.48,14.85129730113133,-17.700155384192755
S22,632,58.0,17.44,16.8999691456538,-3.195454676229888
S22,633,58.0,17.33,16.8999691456538,-2.5445659139371353
S22,634,58.0,17.17,16.8999691456538,-1.597818623329542
S22,635,58.0,17.38,16.8999691456538,-2.8404244422520186
S22,636,58.0,17.26,16.8999691456538,-2.130363974296324
S22,637,58.0,17.38,16.8999691456538,-2.8404244422520186
S22,638,58.0,17.44,16.8999691456538,-3.195454676229888
S22,639,58.0,17.46,16.8999691456538,-3.3137980875558366
S22,640,57.0,17.13,16.64388516508849,-2.92068125975275
S22,641,58.0,17.26,16.8999691456538,-2.130363974296324
S22,642,57.0,16.88,16.64388516508849,-1.4186281181918516
S22,644,50.0,16.0,14.85129730113133,-7.734696003837757
S22,645,53.0,16.25,15.619549242827254,-4.036292900464196
S22,646,49.0,14.71,14.595213320566021,-0.786467980377064
S22,647,50.0,14.29,14.85129730113133,3.779449631572409
S22,655,65.0,19.4,18.692557009610958,-3.7846239550068073
S22,661,58.0,17.85,16.8999691456538,-5.621494608411898
S22,662,58.0,16.72,16.8999691456538,1.064908131504388
S22,663,58.0,16.88,16.8999691456538,0.1181608408967736
S22,664,58.0,17.16,16.8999691456538,-1.538646917666557
S22,665,58.0,17.08,16.8999691456538,-1.0652732723627392
S22,666,58.0,17.32,16.8999691456538,-2.485394208274171
S22,667,56.0,16.75,16.38780118452318,-2.21017335637977
S22,668,55.0,16.44,16.131717203957873,-1.9110352118402625
S22,669,55.0,16.63,16.131717203957873,-3.0888391467702756
S22,670,55.0,16.56,16.131717203957873,-2.6549113812697374
S22,671,54.0,15.67,15.875633223392564,1.2952757253774643
S22,672,50.0,15.29,14.85129730113133,-2.953968868667451
S22,674,62.0,16.38,17.924305067915032,8.615703995572911
S22,675,64.0,18.44,18.43647302904565,-0.019130399555240676
S22,676,65.0,19.08,18.692557009610958,-2.0727126320376215
S22,677,65.0,19.08,18.692557009610958,-2.0727126320376215
S22,678,58.8,17.12,17.104836330106046,-0.08865135919053121
S22,679,56.2,16.29,16.439017980636244,0.9064895531580734
S22,680,56.1,15.2,16.413409582579714,7.392794144780012
S22,681,58.6,16.04,17.053619533992983,5.943720815235356
S22,682,58.5,16.2,17.028011135936453,4.86264149891817
S22,683,55.0,14.72,16.131717203957873,8.751189883315778
S22,684,50.4,14.42,14.953730893357452,3.569215583480502
S22,685,50.2,13.72,14.902514097244392,7.934997340234349
S22,686,50.0,13.5,14.85129730113133,9.098850246761893
S22,693,60.5,17.58,17.54017909706707,-0.22702677499790075
S22,805,49.1,17.8,14.620821718622553,-21.744183347288377
S22,806,55.5,15.91,16.259759194240527,2.151072411726841
S22,809,59.3,17.44,17.2328783203887,-1.2018983466403863
S22,810,55.5,18.29,16.259759194240527,-12.486290734727591
S22,811,56.9,18.16,16.618276767031958,-9.27727498212437
S22,812,57.7,17.92,16.823143951484205,-6.51992309926723
S22,813,58.3,18.16,16.97679433982339,-6.969546997462891
S22,814,58.5,17.92,17.028011135936453,-5.238361996258433
S22,815,58.5,17.52,17.028011135936453,-2.8892914159847956
S22,816,58.6,17.58,17.053619533992983,-3.0866202037507726
S22,817,58.6,17.16,17.053619533992983,-0.6237999258454744
S22,818,58.4,15.96,17.002402737879923,6.130914282823898
S22,819,57.8,13.92,16.848752349540735,17.382606668917937
S22,821,65.4,19.9,18.794990601837085,-5.879276141031461
S22,822,66.8,19.83,19.153508174628513,-3.531947355041688
S22,823,67.0,19.29,19.204724970741577,-0.44403150468616026
S22,824,67.1,20.24,19.230333368798107,-5.25038548130482
S22,825,67.2,20.08,19.25594176685464,-4.279501065815508
S22,826,67.3,19.76,19.281550164911167,-2.4813867712748765
S22,827,67.3,18.88,19.281550164911167,2.08256162744588
S22,828,67.3,18.76,19.281550164911167,2.7049182272714223
S22,829,66.0,18.29,18.94864099017627,3.4759273264913073
S22,830,66.0,17.8,18.94864099017627,6.061864757328875
S22,831,64.6,15.32,18.590123417384834,17.590649313961677
S22,839,56.6,16.96,16.541451572862368,-2.530300471479159
S22,844,55.9,16.5,16.36219278646665,-0.8422294941258213
S22,845,51.0,15.33,15.107381281696638,-1.4735758246406097
S22,848,54.3,16.21,15.952458417562156,-1.6144319307820059
S22,849,60.0,17.39,17.412137106784417,0.12713606979232475
S22,850,59.5,17.3,17.28409511650176,-0.09202034234963062
S22,851,60.0,17.88,17.412137106784417,-2.6869929311163356
S22,852,59.6,16.74,17.309703514558294,3.2912378544158605
S22,853,59.8,17.83,17.360920310671354,-2.7019287050140552
S22,854,60.0,18.26,17.412137106784417,-4.869378686923073
S22,855,59.9,18.17,17.386528708727884,-4.506197323211633
S22,856,59.4,17.52,17.25848671844523,-1.5152735336596685
S22,857,58.0,17.17,16.8999691456538,-1.597818623329542
S22,858,57.9,17.3,16.87436074759727,-2.522402233597729
S22,859,60.0,17.04,17.412137106784417,2.1372282132985254
S22,860,60.3,17.48,17.488962300954007,0.051245470141576537
S22,862,56.0,16.83,16.38780118452318,-2.698341348529633
S22,863,55.8,16.71,16.33658438841012,-2.285763062288576
S22,864,56.0,16.46,16.38780118452318,-0.44056438483648347
S22,865,55.9,16.04,16.36219278646665,1.9691296311649644
S22,866,56.0,16.38,16.38780118452318,0.04760360731340134
S22,867,56.0,16.83,16.38780118452318,-2.698341348529633
S22,868,56.1,15.92,16.413409582579714,3.00613702532222
S22,869,55.9,16.42,16.36219278646665,-0.3532974723361307
S22,870,56.1,16.7,16.413409582579714,-1.746074854090381
S22,871,56.0,16.71,16.38780118452318,-1.9660893603048382
S22,872,55.2,16.35,16.182934000070937,-1.0323591502525598
S22,878,55.8,16.71,16.33658438841012,-2.285763062288576
S22,926,66.9,19.82,19.179116572685047,-3.341569070119224
S22,931,67.0,19.17,19.204724970741577,0.18081472551405145
S22,932,62.5,17.48,18.05234705819769,3.170485568178696
S22,933,61.2,17.46,17.71943788346279,1.4641428535660033
S22,934,62.7,18.33,18.10356385431075,-1.250782152682775
S22,935,62.2,18.75,17.975521864028096,-4.308515445783854
S22,936,63.0,18.04,18.180389048480343,0.772200463400308
S22,937,62.2,18.0,17.975521864028096,-0.13617482795249944
S22,938,63.2,18.29,18.231605844593403,-0.3202907955796593
S22,939,62.9,18.24,18.15478065042381,-0.46940445724525703
S22,940,60.7,16.96,17.59139589318013,3.589231332261194
S22,941,57.8,15.88,16.848752349540735,5.749697837817296
S22,942,60.4,17.36,17.514570699010537,0.8825263357398206
S22,943,61.4,18.04,17.77065467957585,-1.5156747192533904
S22,944,60.3,17.6,17.488962300954007,-0.63490158612748
S22,945,56.7,16.46,16.567059970918898,0.6462219072474253
S22,946,52.4,14.33,15.46589885448807,7.344538233278581
S22,947,62.2,18.6,17.975521864028096,-3.4740473222175905
S22,948,63.4,18.72,18.282822640706467,-2.391191819145925
S22,949,63.5,18.28,18.308431038762997,0.15528932382464122
S22,950,62.2,18.84,17.975521864028096,-4.809196319923615
S22,951,61.2,18.63,17.71943788346279,-5.138775408823893
S22,952,61.9,18.64,17.898696669858502,-4.141660947804413
S22,953,61.3,18.17,17.745046281519315,-2.3947737962411373
S22,954,61.4,18.32,17.77065467957585,-3.0913060341863763
S22,955,60.2,18.16,17.463353902897477,-3.9891884512913465
S22,956,58.0,17.04,16.8999691456538,-0.8285864497108408
S22,957,58.1,16.76,16.92557754371033,0.9782682055174959
S22,958,57.6,16.58,16.797535553427675,1.2950444589669996
S22,959,54.0,15.14,15.875633223392564,4.633725238175797
S22,960,54.4,15.46,15.978066815618687,3.2423623057594932
S22,961,59.6,17.96,17.309703514558294,-3.7568320271619706
S22,973,58.2,17.19,16.951185941766862,-1.4088339249746127
S22,974,61.6,17.22,17.82187147568891,3.3771508032135222
S22,975,60.2,17.52,17.463353902897477,-0.32437123714891697
S22,976,62.9,18.08,18.15478065042381,0.41190610816917594
S22,977,62.4,18.96,18.026738660141156,-5.177094744943383
S22,978,60.5,18.52,17.54017909706707,-5.586151073547285
S22,979,61.8,19.04,17.87308827180197,-6.528875762556631
S22,980,62.5,19.3,18.05234705819769,-6.9113059802146
S22,981,62.3,18.78,18.001130262084626,-4.326782410746125
S22,982,62.5,19.04,18.05234705819769,-5.471050044729835
S22,983,62.5,19.21,18.05234705819769,-6.412755848700646
S22,984,62.2,18.42,17.975521864028096,-2.4726855739380675
S22,986,56.4,17.29,16.490234776749304,-4.849932302833785
S22,987,55.4,17.33,16.234150796183997,-6.750271188029079
S22,988,56.2,17.17,16.439017980636244,-4.446628261035982
S22,989,55.9,17.29,16.36219278646665,-5.670433209299113
S22,990,57.0,17.58,16.64388516508849,-5.624376914562363
S22,991,56.7,17.52,16.567059970918898,-5.752016536149755
S22,992,55.2,17.04,16.182934000070937,-5.296110086868708
S22,993,55.0,16.67,16.131717203957873,-3.336797869913456
S22,994,55.0,17.22,16.131717203957873,-6.746230313131939
S22,995,54.7,16.65,16.054892009788283,-3.7067081475782757
S22,1000,49.1,14.86,14.620821718622553,-1.6358744123991675
S22,1001,52.0,15.96,15.363465262261947,-3.8828137243448078
S22,1002,53.3,16.08,15.696374436996846,-2.444039319672029
S22,1003,53.5,15.88,15.74759123310991,-0.8408191762794578
S22,1004,53.5,15.56,15.74759123310991,1.191237633318115
S22,1008,52.0,15.59,15.363465262261947,-1.474502879858111
S22,1014,53.5,16.31,15.74759123310991,-3.57139551417618
S22,1015,51.9,15.54,15.337856864205415,-1.3179359905641947
S22,1017,55.5,16.92,16.259759194240527,-4.060581696642489
S22,1020,58.8,17.1,17.104836330106046,0.028274635387959893
S22,1021,61.8,18.28,17.87308827180197,-2.276672738420978
S22,1022,62.0,18.21,17.924305067915032,-1.5938968400865368
S22,1023,61.1,17.96,17.693829485406255,-1.5043126464696726
S22,1024,60.5,18.04,17.54017909706707,-2.8495769636497283
S22,1025,59.5,17.88,17.28409511650176,-3.4477065734804175
S22,1026,56.7,17.21,16.567059970918898,-3.880833595156246
S22,1027,57.9,17.6,16.87436074759727,-4.300247359035844
S22,1028,56.5,17.2,16.515843174805838,-4.142427473747217
S22,1029,54.6,16.54,16.02928361173175,-3.1861460601674003
S22,1030,50.4,15.24,14.953730893357452,-1.9143657772369749
S22,1033,63.9,19.12,18.41086463098912,-3.8517222478365603
S22,1034,63.9,19.08,18.41086463098912,-3.6344592305816574
S22,1035,65.4,19.25,18.794990601837085,-2.4209078248671245
S22,1039,58.0,17.16,16.8999691456538,-1.538646917666557
S22,1040,60.8,18.25,17.61700429123666,-3.5930950478238457
S22,1041,61.0,17.64,17.668221087349725,0.1597279500307487
S22,1042,58.7,16.56,17.079227932049516,3.040113605341467
S22,1043,57.6,16.13,16.797535553427675,3.9740088735306176
S22,1044,50.6,14.56,15.004947689470516,2.9653398244283804
S22,1048,60.8,18.72,17.61700429123666,-6.260972016178755
S22,1049,59.5,18.42,17.28409511650176,-6.57196616798152
S22,1061,49.6,15.46,14.748863708905207,-4.821634433203269
S22,1062,55.1,16.91,16.157325602014403,-4.658409544533521
S22,1063,55.6,16.78,16.28536759229706,-3.0372811967529727
S22,1064,55.5,16.29,16.259759194240527,-0.18598556963982785
S22,1065,55.7,16.44,16.31097599035359,-0.7910256855427695
S22,1066,56.1,16.48,16.413409582579714,-0.4057074009227301
S22,1067,55.8,16.52,16.33658438841012,-1.1227292512870821
S22,1068,55.7,15.71,16.31097599035359,3.6844882287179517
S22,1069,51.6,14.79,15.261031670035823,3.0864995251970306
S22,1070,50.1,15.17,14.87690569918786,-1.9701294525792403
S22,1071,50.3,15.38,14.928122495300922,-3.027021682340299
S22,1072,50.2,15.61,14.902514097244392,-4.747426495549686
