ship_id,day,type,severity,value,threshold,mean,std
S1,131.0,HIGH_SPEED_LOSS,HIGH,245.46666666666667,20.0,,
S1,132.0,HIGH_SPEED_LOSS,HIGH,307.90000000000003,20.0,,
S1,133.0,HIGH_SPEED_LOSS,HIGH,247.99999999999994,20.0,,
S1,134.0,HIGH_SPEED_LOSS,HIGH,373.3333333333333,20.0,,
S1,136.0,HIGH_SPEED_LOSS,HIGH,355.1,20.0,,
S1,137.0,HIGH_SPEED_LOSS,HIGH,244.7666666666667,20.0,,
S1,139.0,HIGH_SPEED_LOSS,HIGH,107.99999999999999,20.0,,
S1,144.0,HIGH_SPEED_LOSS,HIGH,75.9,20.0,,
S1,145.0,HIGH_SPEED_LOSS,HIGH,130.20000000000002,20.0,,
S1,157.0,HIGH_SPEED_LOSS,MEDIUM,20.599999999999998,20.0,,
S1,159.0,HIGH_SPEED_LOSS,HIGH,133.29999999999998,20.0,,
S1,159.0,HIGH_SPEED_LOSS,HIGH,74.4,20.0,,
S1,160.0,HIGH_SPEED_LOSS,HIGH,74.4,20.0,,
S1,162.0,HIGH_SPEED_LOSS,HIGH,107.56666666666668,20.0,,
S1,162.0,HIGH_SPEED_LOSS,HIGH,93.56666666666666,20.0,,
S1,163.0,HIGH_SPEED_LOSS,HIGH,103.06666666666666,20.0,,
S1,164.0,HIGH_SPEED_LOSS,HIGH,132.93333333333334,20.0,,
S1,165.0,HIGH_SPEED_LOSS,HIGH,161.13333333333335,20.0,,
S1,166.0,HIGH_SPEED_LOSS,HIGH,137.66666666666666,20.0,,
S1,167.0,HIGH_SPEED_LOSS,HIGH,97.96666666666667,20.0,,
S1,168.0,HIGH_SPEED_LOSS,HIGH,80.20000000000003,20.0,,
S1,169.0,HIGH_SPEED_LOSS,HIGH,51.26666666666667,20.0,,
S1,170.0,HIGH_SPEED_LOSS,HIGH,61.199999999999996,20.0,,
S1,171.0,HIGH_SPEED_LOSS,HIGH,108.53333333333335,20.0,,
S1,172.0,HIGH_SPEED_LOSS,HIGH,84.33333333333333,20.0,,
S1,175.0,HIGH_SPEED_LOSS,HIGH,296.1666666666667,20.0,,
S1,176.0,HIGH_SPEED_LOSS,HIGH,230.26666666666665,20.0,,
S1,177.0,HIGH_SPEED_LOSS,HIGH,196.96666666666667,20.0,,
S1,185.0,HIGH_SPEED_LOSS,HIGH,128.86666666666667,20.0,,
S1,188.0,HIGH_SPEED_LOSS,HIGH,99.16666666666667,20.0,,
S1,195.0,HIGH_SPEED_LOSS,HIGH,185.89999999999998,20.0,,
S1,196.0,HIGH_SPEED_LOSS,HIGH,44.09999999999999,20.0,,
S1,199.0,HIGH_SPEED_LOSS,HIGH,65.0,20.0,,
S1,200.0,HIGH_SPEED_LOSS,HIGH,93.13333333333333,20.0,,
S1,201.0,HIGH_SPEED_LOSS,HIGH,58.333333333333336,20.0,,
S1,204.0,HIGH_SPEED_LOSS,HIGH,94.3,20.0,,
S1,205.0,HIGH_SPEED_LOSS,HIGH,252.26666666666665,20.0,,
S1,206.0,HIGH_SPEED_LOSS,HIGH,326.2666666666666,20.0,,
S1,207.0,HIGH_SPEED_LOSS,HIGH,343.3,20.0,,
S1,208.0,HIGH_SPEED_LOSS,HIGH,316.83333333333337,20.0,,
S1,209.0,HIGH_SPEED_LOSS,HIGH,344.7333333333333,20.0,,
S1,210.0,HIGH_SPEED_LOSS,HIGH,334.9666666666667,20.0,,
S1,211.0,HIGH_SPEED_LOSS,HIGH,357.33333333333326,20.0,,
S1,213.0,HIGH_SPEED_LOSS,HIGH,412.8,20.0,,
S1,214.0,HIGH_SPEED_LOSS,HIGH,401.79999999999995,20.0,,
S1,216.0,HIGH_SPEED_LOSS,HIGH,102.39999999999998,20.0,,
S1,221.0,HIGH_SPEED_LOSS,HIGH,76.39999999999998,20.0,,
S1,222.0,HIGH_SPEED_LOSS,HIGH,35.6,20.0,,
S1,236.0,HIGH_SPEED_LOSS,HIGH,112.43333333333332,20.0,,
S1,237.0,HIGH_SPEED_LOSS,HIGH,85.30000000000001,20.0,,
S1,239.0,HIGH_SPEED_LOSS,HIGH,105.83333333333336,20.0,,
S1,239.0,HIGH_SPEED_LOSS,HIGH,94.83333333333331,20.0,,
S1,240.0,HIGH_SPEED_LOSS,HIGH,100.23333333333333,20.0,,
S1,241.0,HIGH_SPEED_LOSS,HIGH,74.90000000000002,20.0,,
S1,242.0,HIGH_SPEED_LOSS,HIGH,100.69999999999999,20.0,,
S1,243.0,HIGH_SPEED_LOSS,HIGH,86.9,20.0,,
S1,244.0,HIGH_SPEED_LOSS,HIGH,94.76666666666664,20.0,,
S1,245.0,HIGH_SPEED_LOSS,HIGH,102.56666666666668,20.0,,
S1,246.0,HIGH_SPEED_LOSS,HIGH,100.9,20.0,,
S1,254.0,HIGH_SPEED_LOSS,HIGH,234.4666666666667,20.0,,
S1,255.0,HIGH_SPEED_LOSS,HIGH,247.0333333333334,20.0,,
S1,256.0,HIGH_SPEED_LOSS,HIGH,234.06666666666663,20.0,,
S1,257.0,HIGH_SPEED_LOSS,HIGH,95.46666666666664,20.0,,
S1,278.0,HIGH_SPEED_LOSS,HIGH,310.46666666666664,20.0,,
S1,279.0,HIGH_SPEED_LOSS,HIGH,125.9666666666667,20.0,,
S1,282.0,HIGH_SPEED_LOSS,HIGH,110.30000000000003,20.0,,
S1,283.0,HIGH_SPEED_LOSS,HIGH,318.0333333333333,20.0,,
S1,284.0,HIGH_SPEED_LOSS,HIGH,189.46666666666667,20.0,,
S1,285.0,HIGH_SPEED_LOSS,HIGH,58.20000000000001,20.0,,
S1,287.0,HIGH_SPEED_LOSS,HIGH,37.43333333333332,20.0,,
S1,288.0,HIGH_SPEED_LOSS,HIGH,294.8,20.0,,
S1,289.0,HIGH_SPEED_LOSS,HIGH,297.3,20.0,,
S1,290.0,HIGH_SPEED_LOSS,HIGH,347.4666666666667,20.0,,
S1,291.0,HIGH_SPEED_LOSS,HIGH,300.5333333333333,20.0,,
S1,292.0,HIGH_SPEED_LOSS,HIGH,310.5000000000001,20.0,,
S1,293.0,HIGH_SPEED_LOSS,HIGH,302.5,20.0,,
S1,294.0,HIGH_SPEED_LOSS,HIGH,268.7333333333334,20.0,,
S1,296.0,HIGH_SPEED_LOSS,HIGH,228.10000000000002,20.0,,
S1,297.0,HIGH_SPEED_LOSS,HIGH,180.16666666666666,20.0,,
S1,299.0,HIGH_SPEED_LOSS,HIGH,258.70000000000005,20.0,,
S1,300.0,HIGH_SPEED_LOSS,HIGH,36.666666666666664,20.0,,
S1,305.0,HIGH_SPEED_LOSS,HIGH,103.49999999999999,20.0,,
S1,316.0,HIGH_SPEED_LOSS,HIGH,296.90000000000003,20.0,,
S1,317.0,HIGH_SPEED_LOSS,HIGH,53.49999999999999,20.0,,
S1,318.0,HIGH_SPEED_LOSS,MEDIUM,27.366666666666667,20.0,,
S1,320.0,HIGH_SPEED_LOSS,HIGH,119.33333333333331,20.0,,
S1,321.0,HIGH_SPEED_LOSS,HIGH,64.13333333333334,20.0,,
S1,322.0,HIGH_SPEED_LOSS,HIGH,129.79999999999998,20.0,,
S1,323.0,HIGH_SPEED_LOSS,HIGH,206.46666666666667,20.0,,
S1,324.0,HIGH_SPEED_LOSS,HIGH,157.66666666666666,20.0,,
S1,325.0,HIGH_SPEED_LOSS,HIGH,144.33333333333331,20.0,,
S1,326.0,HIGH_SPEED_LOSS,HIGH,126.26666666666667,20.0,,
S1,327.0,HIGH_SPEED_LOSS,HIGH,127.1,20.0,,
S1,328.0,HIGH_SPEED_LOSS,HIGH,119.53333333333333,20.0,,
S1,329.0,HIGH_SPEED_LOSS,HIGH,263.8333333333334,20.0,,
S1,330.0,HIGH_SPEED_LOSS,HIGH,254.69999999999993,20.0,,
S1,331.0,HIGH_SPEED_LOSS,HIGH,250.16666666666666,20.0,,
S1,332.0,HIGH_SPEED_LOSS,HIGH,61.66666666666667,20.0,,
S1,335.0,HIGH_SPEED_LOSS,HIGH,239.66666666666666,20.0,,
S1,336.0,HIGH_SPEED_LOSS,HIGH,308.90000000000003,20.0,,
S1,337.0,HIGH_SPEED_LOSS,HIGH,297.8666666666666,20.0,,
S1,338.0,HIGH_SPEED_LOSS,HIGH,234.49999999999997,20.0,,
S1,341.0,HIGH_SPEED_LOSS,HIGH,43.73333333333333,20.0,,
S1,351.0,HIGH_SPEED_LOSS,HIGH,72.93333333333337,20.0,,
S1,352.0,HIGH_SPEED_LOSS,HIGH,37.266666666666666,20.0,,
S1,356.0,HIGH_SPEED_LOSS,HIGH,168.19999999999996,20.0,,
S1,357.0,HIGH_SPEED_LOSS,HIGH,149.66666666666669,20.0,,
S1,358.0,HIGH_SPEED_LOSS,HIGH,59.566666666666656,20.0,,
S1,361.0,HIGH_SPEED_LOSS,HIGH,87.49999999999997,20.0,,
S1,362.0,HIGH_SPEED_LOSS,HIGH,75.73333333333333,20.0,,
S1,363.0,HIGH_SPEED_LOSS,HIGH,56.300000000000004,20.0,,
S1,364.0,HIGH_SPEED_LOSS,HIGH,61.76666666666667,20.0,,
S1,365.0,HIGH_SPEED_LOSS,HIGH,92.06666666666666,20.0,,
S1,366.0,HIGH_SPEED_LOSS,HIGH,63.40000000000001,20.0,,
S1,367.0,HIGH_SPEED_LOSS,HIGH,105.60000000000001,20.0,,
S1,368.0,HIGH_SPEED_LOSS,HIGH,123.96666666666667,20.0,,
S1,370.0,HIGH_SPEED_LOSS,HIGH,112.7,20.0,,
S1,371.0,HIGH_SPEED_LOSS,HIGH,138.23333333333332,20.0,,
S1,372.0,HIGH_SPEED_LOSS,HIGH,57.93333333333334,20.0,,
S1,382.0,HIGH_SPEED_LOSS,HIGH,187.86666666666667,20.0,,
S1,383.0,HIGH_SPEED_LOSS,HIGH,213.96666666666664,20.0,,
S1,393.0,HIGH_SPEED_LOSS,MEDIUM,22.433333333333323,20.0,,
S1,396.0,HIGH_SPEED_LOSS,HIGH,54.03333333333333,20.0,,
S1,401.0,HIGH_SPEED_LOSS,HIGH,246.5333333333333,20.0,,
S1,402.0,HIGH_SPEED_LOSS,HIGH,273.0333333333333,20.0,,
S1,403.0,HIGH_SPEED_LOSS,HIGH,257.73333333333335,20.0,,
S1,404.0,HIGH_SPEED_LOSS,HIGH,276.6666666666667,20.0,,
S1,405.0,HIGH_SPEED_LOSS,HIGH,262.03333333333336,20.0,,
S1,406.0,HIGH_SPEED_LOSS,HIGH,265.3999999999999,20.0,,
S1,407.0,HIGH_SPEED_LOSS,HIGH,258.73333333333335,20.0,,
S1,408.0,HIGH_SPEED_LOSS,HIGH,315.73333333333335,20.0,,
S1,409.0,HIGH_SPEED_LOSS,HIGH,44.26666666666667,20.0,,
S1,410.0,HIGH_SPEED_LOSS,HIGH,54.43333333333332,20.0,,
S1,415.0,HIGH_SPEED_LOSS,HIGH,253.39999999999998,20.0,,
S1,416.0,HIGH_SPEED_LOSS,HIGH,256.6666666666667,20.0,,
S1,417.0,HIGH_SPEED_LOSS,HIGH,246.73333333333335,20.0,,
S1,418.0,HIGH_SPEED_LOSS,HIGH,156.5333333333333,20.0,,
S1,433.0,HIGH_SPEED_LOSS,HIGH,205.93333333333334,20.0,,
S1,434.0,HIGH_SPEED_LOSS,HIGH,126.1,20.0,,
S1,443.0,HIGH_SPEED_LOSS,MEDIUM,25.43333333333334,20.0,,
S1,444.0,HIGH_SPEED_LOSS,HIGH,48.96666666666666,20.0,,
S1,445.0,HIGH_SPEED_LOSS,HIGH,51.500000000000014,20.0,,
S1,447.0,HIGH_SPEED_LOSS,HIGH,35.233333333333334,20.0,,
S1,448.0,HIGH_SPEED_LOSS,HIGH,33.66666666666667,20.0,,
S1,453.0,HIGH_SPEED_LOSS,MEDIUM,26.099999999999994,20.0,,
S1,454.0,HIGH_SPEED_LOSS,HIGH,32.99999999999999,20.0,,
S1,466.0,HIGH_SPEED_LOSS,HIGH,206.7333333333333,20.0,,
S1,467.0,HIGH_SPEED_LOSS,HIGH,57.56666666666668,20.0,,
S1,486.0,HIGH_SPEED_LOSS,HIGH,194.86666666666665,20.0,,
S1,486.0,HIGH_SPEED_LOSS,HIGH,190.9666666666667,20.0,,
S1,487.0,HIGH_SPEED_LOSS,HIGH,209.33333333333331,20.0,,
S1,488.0,HIGH_SPEED_LOSS,HIGH,194.76666666666668,20.0,,
S1,489.0,HIGH_SPEED_LOSS,HIGH,204.8,20.0,,
S1,490.0,HIGH_SPEED_LOSS,HIGH,189.5666666666667,20.0,,
S1,491.0,HIGH_SPEED_LOSS,HIGH,162.46666666666664,20.0,,
S1,492.0,HIGH_SPEED_LOSS,HIGH,135.03333333333336,20.0,,
S1,494.0,HIGH_SPEED_LOSS,HIGH,130.03333333333336,20.0,,
S1,494.0,HIGH_SPEED_LOSS,HIGH,99.13333333333334,20.0,,
S1,495.0,HIGH_SPEED_LOSS,HIGH,62.86666666666666,20.0,,
S1,507.0,HIGH_SPEED_LOSS,HIGH,166.2,20.0,,
S1,560.0,HIGH_SPEED_LOSS,HIGH,143.19999999999996,20.0,,
S1,561.0,HIGH_SPEED_LOSS,HIGH,126.66666666666666,20.0,,
S1,563.0,HIGH_SPEED_LOSS,HIGH,130.4,20.0,,
S1,564.0,HIGH_SPEED_LOSS,HIGH,125.60000000000002,20.0,,
S1,565.0,HIGH_SPEED_LOSS,HIGH,100.46666666666665,20.0,,
S1,566.0,HIGH_SPEED_LOSS,HIGH,34.13333333333334,20.0,,
S1,569.0,HIGH_SPEED_LOSS,HIGH,41.33333333333333,20.0,,
S1,570.0,HIGH_SPEED_LOSS,HIGH,40.66666666666668,20.0,,
S1,571.0,HIGH_SPEED_LOSS,HIGH,52.0,20.0,,
S1,572.0,HIGH_SPEED_LOSS,HIGH,47.533333333333324,20.0,,
S1,573.0,HIGH_SPEED_LOSS,MEDIUM,24.00000000000001,20.0,,
S1,574.0,HIGH_SPEED_LOSS,MEDIUM,26.400000000000006,20.0,,
S1,575.0,HIGH_SPEED_LOSS,MEDIUM,29.199999999999992,20.0,,
S1,576.0,HIGH_SPEED_LOSS,HIGH,117.33333333333333,20.0,,
S1,577.0,HIGH_SPEED_LOSS,HIGH,130.66666666666669,20.0,,
S1,579.0,HIGH_SPEED_LOSS,HIGH,40.76666666666666,20.0,,
S1,581.0,HIGH_SPEED_LOSS,HIGH,48.2,20.0,,
S1,592.0,HIGH_SPEED_LOSS,HIGH,61.53333333333334,20.0,,
S1,593.0,HIGH_SPEED_LOSS,HIGH,54.400000000000006,20.0,,
S1,610.0,HIGH_SPEED_LOSS,HIGH,131.23333333333335,20.0,,
S1,611.0,HIGH_SPEED_LOSS,HIGH,148.8,20.0,,
S1,612.0,HIGH_SPEED_LOSS,HIGH,205.7666666666667,20.0,,
S1,613.0,HIGH_SPEED_LOSS,HIGH,210.79999999999995,20.0,,
S1,614.0,HIGH_SPEED_LOSS,HIGH,190.66666666666669,20.0,,
S1,615.0,HIGH_SPEED_LOSS,HIGH,185.46666666666667,20.0,,
S1,616.0,HIGH_SPEED_LOSS,HIGH,207.80000000000004,20.0,,
S1,617.0,HIGH_SPEED_LOSS,HIGH,168.13333333333333,20.0,,
S1,618.0,HIGH_SPEED_LOSS,HIGH,154.73333333333335,20.0,,
S1,619.0,HIGH_SPEED_LOSS,HIGH,124.86666666666663,20.0,,
S1,621.0,HIGH_SPEED_LOSS,HIGH,42.13333333333333,20.0,,
S1,622.0,HIGH_SPEED_LOSS,HIGH,204.39999999999995,20.0,,
S1,623.0,HIGH_SPEED_LOSS,HIGH,164.0,20.0,,
S1,624.0,HIGH_SPEED_LOSS,HIGH,144.00000000000003,20.0,,
S1,626.0,HIGH_SPEED_LOSS,HIGH,228.66666666666666,20.0,,
S1,627.0,HIGH_SPEED_LOSS,HIGH,37.66666666666666,20.0,,
S1,633.0,HIGH_SPEED_LOSS,HIGH,177.73333333333332,20.0,,
S1,644.0,HIGH_SPEED_LOSS,HIGH,104.13333333333337,20.0,,
S1,645.0,HIGH_SPEED_LOSS,HIGH,107.46666666666667,20.0,,
S1,647.0,HIGH_SPEED_LOSS,HIGH,115.99999999999999,20.0,,
S1,648.0,HIGH_SPEED_LOSS,HIGH,118.66666666666666,20.0,,
S1,649.0,HIGH_SPEED_LOSS,HIGH,124.86666666666663,20.0,,
S1,650.0,HIGH_SPEED_LOSS,HIGH,104.0,20.0,,
S1,651.0,HIGH_SPEED_LOSS,HIGH,126.13333333333334,20.0,,
S1,652.0,HIGH_SPEED_LOSS,HIGH,141.33333333333334,20.0,,
S1,653.0,HIGH_SPEED_LOSS,HIGH,129.13333333333333,20.0,,
S1,654.0,HIGH_SPEED_LOSS,HIGH,141.33333333333334,20.0,,
S1,655.0,HIGH_SPEED_LOSS,HIGH,128.8,20.0,,
S1,656.0,HIGH_SPEED_LOSS,HIGH,85.79999999999998,20.0,,
S1,657.0,HIGH_SPEED_LOSS,HIGH,78.7333333333333,20.0,,
S1,658.0,HIGH_SPEED_LOSS,HIGH,81.80000000000001,20.0,,
S1,659.0,HIGH_SPEED_LOSS,HIGH,68.73333333333332,20.0,,
S1,661.0,HIGH_SPEED_LOSS,HIGH,47.4,20.0,,
S1,662.0,HIGH_SPEED_LOSS,HIGH,37.66666666666666,20.0,,
S1,663.0,HIGH_SPEED_LOSS,MEDIUM,23.66666666666667,20.0,,
S1,667.0,HIGH_SPEED_LOSS,MEDIUM,28.800000000000004,20.0,,
S1,668.0,HIGH_SPEED_LOSS,MEDIUM,27.466666666666672,20.0,,
S1,669.0,HIGH_SPEED_LOSS,MEDIUM,28.666666666666675,20.0,,
S1,670.0,HIGH_SPEED_LOSS,MEDIUM,21.599999999999987,20.0,,
S1,673.0,HIGH_SPEED_LOSS,HIGH,269.1333333333334,20.0,,
S1,674.0,HIGH_SPEED_LOSS,HIGH,124.86666666666663,20.0,,
S1,694.0,HIGH_SPEED_LOSS,HIGH,48.24618573797677,20.0,,
S1,695.0,HIGH_SPEED_LOSS,HIGH,82.73333333333333,20.0,,
S1,700.0,HIGH_SPEED_LOSS,HIGH,35.266666666666666,20.0,,
S1,701.0,HIGH_SPEED_LOSS,HIGH,30.33333333333334,20.0,,
S1,702.0,HIGH_SPEED_LOSS,HIGH,30.366666666666664,20.0,,
S1,703.0,HIGH_SPEED_LOSS,MEDIUM,26.799999999999997,20.0,,
S1,716.0,HIGH_SPEED_LOSS,MEDIUM,20.933333333333337,20.0,,
S1,717.0,HIGH_SPEED_LOSS,MEDIUM,20.30000000000001,20.0,,
S1,764.0,HIGH_SPEED_LOSS,HIGH,101.69999999999999,20.0,,
S1,769.0,HIGH_SPEED_LOSS,HIGH,59.69999999999999,20.0,,
S1,770.0,HIGH_SPEED_LOSS,MEDIUM,26.199999999999996,20.0,,
S1,772.0,HIGH_SPEED_LOSS,HIGH,108.80000000000001,20.0,,
S1,773.0,HIGH_SPEED_LOSS,HIGH,118.96666666666667,20.0,,
S1,774.0,HIGH_SPEED_LOSS,HIGH,106.10000000000002,20.0,,
S1,778.0,HIGH_SPEED_LOSS,HIGH,182.33333333333334,20.0,,
S1,779.0,HIGH_SPEED_LOSS,HIGH,169.66666666666669,20.0,,
S1,780.0,HIGH_SPEED_LOSS,HIGH,169.66666666666669,20.0,,
S1,781.0,HIGH_SPEED_LOSS,HIGH,163.4666666666667,20.0,,
S1,782.0,HIGH_SPEED_LOSS,HIGH,219.0,20.0,,
S1,783.0,HIGH_SPEED_LOSS,HIGH,197.33333333333334,20.0,,
S1,784.0,HIGH_SPEED_LOSS,HIGH,205.7666666666667,20.0,,
S1,785.0,HIGH_SPEED_LOSS,HIGH,183.26666666666668,20.0,,
S1,787.0,HIGH_SPEED_LOSS,HIGH,200.69999999999996,20.0,,
S1,788.0,HIGH_SPEED_LOSS,HIGH,36.93333333333333,20.0,,
S1,790.0,HIGH_SPEED_LOSS,HIGH,59.4,20.0,,
S1,795.0,HIGH_SPEED_LOSS,HIGH,148.53333333333333,20.0,,
S1,813.0,HIGH_SPEED_LOSS,HIGH,62.6,20.0,,
S1,830.0,HIGH_SPEED_LOSS,HIGH,42.80000000000001,20.0,,
S1,831.0,HIGH_SPEED_LOSS,HIGH,41.96666666666668,20.0,,
S1,836.0,HIGH_SPEED_LOSS,MEDIUM,25.333333333333336,20.0,,
S1,845.0,HIGH_SPEED_LOSS,HIGH,36.9,20.0,,
S1,867.0,HIGH_SPEED_LOSS,HIGH,213.39999999999998,20.0,,
S1,868.0,HIGH_SPEED_LOSS,HIGH,45.7,20.0,,
S1,870.0,HIGH_SPEED_LOSS,HIGH,129.3,20.0,,
S1,871.0,HIGH_SPEED_LOSS,HIGH,53.333333333333336,20.0,,
S1,873.0,HIGH_SPEED_LOSS,HIGH,84.39999999999999,20.0,,
S1,876.0,HIGH_SPEED_LOSS,HIGH,195.46666666666667,20.0,,
S1,877.0,HIGH_SPEED_LOSS,HIGH,165.79999999999998,20.0,,
S1,878.0,HIGH_SPEED_LOSS,HIGH,191.26666666666665,20.0,,
S1,879.0,HIGH_SPEED_LOSS,HIGH,178.00000000000003,20.0,,
S1,880.0,HIGH_SPEED_LOSS,HIGH,183.9,20.0,,
S1,881.0,HIGH_SPEED_LOSS,HIGH,154.23333333333332,20.0,,
S1,882.0,HIGH_SPEED_LOSS,HIGH,136.83333333333331,20.0,,
S1,884.0,HIGH_SPEED_LOSS,HIGH,148.13333333333333,20.0,,
S1,885.0,HIGH_SPEED_LOSS,HIGH,130.86666666666667,20.0,,
S1,886.0,HIGH_SPEED_LOSS,HIGH,54.099999999999994,20.0,,
S1,893.0,HIGH_SPEED_LOSS,HIGH,90.46666666666667,20.0,,
S1,894.0,HIGH_SPEED_LOSS,HIGH,123.19999999999997,20.0,,
S1,928.0,HIGH_SPEED_LOSS,HIGH,145.2333333333333,20.0,,
S1,928.0,HIGH_SPEED_LOSS,HIGH,146.1,20.0,,
S1,929.0,HIGH_SPEED_LOSS,HIGH,186.4,20.0,,
S1,930.0,HIGH_SPEED_LOSS,HIGH,202.9333333333333,20.0,,
S1,931.0,HIGH_SPEED_LOSS,HIGH,185.60000000000002,20.0,,
S1,932.0,HIGH_SPEED_LOSS,HIGH,142.8,20.0,,
S1,933.0,HIGH_SPEED_LOSS,HIGH,144.36666666666667,20.0,,
S1,934.0,HIGH_SPEED_LOSS,HIGH,131.43333333333337,20.0,,
S1,935.0,HIGH_SPEED_LOSS,HIGH,141.99999999999997,20.0,,
S1,936.0,HIGH_SPEED_LOSS,HIGH,97.53333333333333,20.0,,
